Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
51130	-211.5567	-191.9261	-19.63061	867997.3	5.866722	0.0749855	0.0332079	0.0337177	0.108671	0.30467	0.135681	0.177007	0.0223117	0.139096	0.12237	0.133539	0.020446	0.0886439	0.15689	0.537012	0.123704	0.145922	0.05687	0.108598	0.159509	1.09877	0.0119518	0.0366999	0.174133	0.0729089	0.998636	0.999651	1.00035	1.00136	4.077313
51140	-210.2471	-193.4006	-16.84647	218489.2	6.63491	0.21048	0.080708	0.0821614	0.109206	0.214888	0.230619	0.177895	0.0162072	0.0696675	0.0871826	0.183842	0.0647741	0.0413954	0.0710052	0.249597	0.198262	0.260711	0.193097	0.101415	0.228983	0.544957	0.0694419	0.0235669	0.0555206	0.0605278	0.997282	0.999304	1.00069	1.00272	3.62611
51150	-209.0389	-189.5391	-19.49976	522098.9	5.259605	0.126953	0.244758	0.0364428	0.104129	0.123055	0.113625	0.0687048	0.177148	0.152975	0.0554663	0.0281404	0.0553327	0.0729785	0.0881704	0.196273	0.18246	0.211962	0.275386	0.384492	0.579552	0.49938	0.0678965	0.0569701	0.0808972	0.043776	0.998241	0.99955	1.00045	1.00176	4.026925
51160	-212.1187	-193.8222	-18.29657	326715.2	5.851716	0.0796332	0.30203	0.0682563	0.0662411	0.297081	0.161893	0.036626	0.0299417	0.0479399	0.0231612	0.0495469	0.013402	0.0154167	0.0765782	0.0962474	0.33139	0.467153	0.199756	0.620839	0.212349	0.181865	0.225004	0.118776	0.0468465	0.0813938	0.997777	0.999431	1.00057	1.00222	3.849367
51170	-205.1764	-187.5727	-17.60371	879815.7	5.501048	0.0655712	0.158532	0.0351001	0.453088	0.275266	0.0506347	0.0342572	0.0287034	0.073158	0.126426	0.0157076	0.0259877	0.0403692	0.0447329	0.0483799	0.196978	0.221457	0.299693	0.453823	0.0588669	0.0259488	0.535718	0.136421	0.24685	0.049037	0.998645	0.999654	1.00035	1.00136	3.700707
51180	-204.7597	-187.4583	-17.30142	457916.4	6.097646	0.125872	0.119419	0.0329264	0.422138	0.116113	0.0697336	0.0228227	0.0485024	0.288286	0.0433369	0.0224266	0.0208117	0.0651222	0.0432749	0.0348468	0.326498	0.149619	0.423954	0.396732	0.0782582	0.0261545	0.232373	0.222271	0.217879	0.14226	0.998122	0.99952	1.00048	1.00188	3.691632
51190	-213.3925	-190.7431	-22.64948	922825.3	5.174478	0.177731	0.0380714	0.0263613	0.318772	0.0776241	0.0170744	0.0144064	0.397443	0.39952	0.160336	0.0228163	0.059169	0.0184405	0.0532262	0.0238404	0.165157	0.0554844	0.70156	0.329125	0.178828	0.00279289	0.480199	0.50013	0.064028	0.344194	0.998677	0.999662	1.00034	1.00132	4.62633
51200	-205.9571	-187.5511	-18.40601	942288.8	6.506618	0.151123	0.0456909	0.0212631	0.177679	0.0396709	0.120258	0.0892944	0.134921	0.22672	0.0980788	0.0322735	0.0833137	0.0188602	0.0351721	0.0356458	0.219365	0.104696	0.604306	0.48559	0.241407	0.00161444	0.406681	0.373501	0.078907	0.040182	0.998691	0.999665	1.00033	1.00131	3.866215
51210	-201.358	-186.82	-14.53798	386334.9	6.368866	0.289346	0.137886	0.0240367	0.212689	0.012144	0.159089	0.0358843	0.0756352	0.141763	0.0342881	0.0500509	0.0559798	0.0310831	0.0229146	0.0679306	0.0893503	0.0776781	0.565537	0.332935	0.194863	0.00248945	0.121278	0.355417	0.145647	0.0269168	0.997956	0.999477	1.00052	1.00205	3.262832
51220	-202.2484	-185.0014	-17.24693	476018	8.70375	0.120726	0.0773594	0.0535571	0.237347	0.0302431	0.0725699	0.0961044	0.0210982	0.138529	0.0689529	0.0817668	0.09127	0.0118767	0.0259573	0.111672	0.129187	0.0754449	0.771583	0.112593	0.145117	0.00138699	0.131996	0.661449	0.235789	0.0386711	0.998158	0.999529	1.00047	1.00184	3.542247
51230	-207.8538	-188.4272	-19.42661	106090.5	9.445149	0.0419688	0.128388	0.103842	0.297244	0.123433	0.194307	0.0650697	0.0107079	0.132538	0.132545	0.202284	0.221591	0.0219488	0.0410443	0.0670042	0.173007	0.0740569	0.627144	0.0923433	0.0762684	0.00122829	0.15094	0.532538	0.17357	0.0106306	0.9961	0.999001	1.00099	1.00391	3.695645
51240	-209.2443	-192.4869	-16.7574	244315.4	5.706783	0.107728	0.192497	0.115099	0.21531	0.121522	0.0951938	0.136471	0.00697177	0.193318	0.200412	0.438502	0.1224	0.0407149	0.051209	0.122619	0.0955243	0.167145	0.544141	0.0423866	0.0618714	0.00280276	0.252716	0.146447	0.0951779	0.00445338	0.99743	0.999342	1.00066	1.00257	3.572631
51250	-207.7918	-189.0839	-18.70792	109020.5	6.032803	0.0381227	0.0263155	0.0561821	0.342724	0.200892	0.0363757	0.0527294	0.00917707	0.338131	0.036524	0.208196	0.118431	0.150272	0.0509782	0.289944	0.106097	0.0996502	1.17734	0.0571787	0.095755	0.017175	0.112056	0.208421	0.0911147	0.00251299	0.996153	0.999014	1.00098	1.00385	3.922298
51260	-196.06	-184.5608	-11.4992	638357.3	8.240341	0.0230453	0.0232879	0.0271423	0.228862	0.168797	0.0459742	0.150871	0.00415527	0.274229	0.095407	0.0796234	0.0520855	0.105028	0.0229084	0.204361	0.110766	0.19748	0.62059	0.0977838	0.0630178	0.0286018	0.11958	0.114878	0.0261495	0.00457412	0.99841	0.999593	1.00041	1.00159	2.889197
51270	-201.5433	-186.8587	-14.68461	898821.3	7.038002	0.0212263	0.0695714	0.0103603	0.250742	0.144449	0.0228	0.219266	0.00802623	0.325338	0.0695007	0.0974446	0.0422456	0.17816	0.0428172	0.127939	0.0274159	0.441402	0.376536	0.199963	0.182688	0.0833635	0.141688	0.158345	0.0609192	0.00710157	0.99866	0.999657	1.00034	1.00134	3.309307
51280	-209.2598	-190.3987	-18.86111	796108.7	7.457376	0.0275692	0.0234153	0.046778	0.0698878	0.133599	0.119816	0.106528	0.0158771	0.366619	0.0809538	0.0410138	0.0673835	0.070589	0.119508	0.0989047	0.0256596	0.318271	0.990897	0.0854186	0.122699	0.182632	0.20094	0.451157	0.0698745	0.0300517	0.998576	0.999636	1.00036	1.00142	3.866041
51290	-210.4268	-195.1658	-15.26098	876372.8	8.007235	0.0158675	0.0199706	0.0167737	0.0558235	0.164339	0.0687419	0.096274	0.00991187	0.31539	0.0709307	0.130767	0.0785106	0.0812626	0.170542	0.0334881	0.0660143	0.534068	0.350896	0.234197	0.260317	0.0693282	0.121984	0.273007	0.0623314	0.0585979	0.998643	0.999653	1.00035	1.00136	3.359333
51300	-211.3653	-187.699	-23.66634	380977.1	4.50696	0.0356984	0.0411551	0.0376674	0.11149	0.361011	0.142462	0.0402644	0.0126483	0.193877	0.0635596	0.0327576	0.0365432	0.0361405	0.11643	0.0523081	0.215646	0.210537	0.981638	0.289015	0.815532	0.0656466	0.130085	0.581439	0.0682678	0.128826	0.997941	0.999473	1.00053	1.00206	4.800645
51310	-208.8409	-187.9307	-20.91028	420269.8	9.032256	0.176972	0.0210435	0.0109493	0.157104	0.304284	0.0472319	0.0229774	0.00242869	0.335468	0.0187442	0.0442128	0.0417138	0.158317	0.224819	0.0809548	0.127336	0.30733	0.465193	0.189365	0.376149	0.0692893	0.21585	0.400219	0.0427204	0.0735978	0.99804	0.999499	1.0005	1.00196	3.914269
51320	-202.7284	-184.4841	-18.24434	975477.4	6.572279	0.139823	0.0518674	0.0340694	0.202197	0.294276	0.0484432	0.0392021	0.00225053	0.0975144	0.0534406	0.0619556	0.129454	0.0503289	0.13089	0.123972	0.102049	0.322179	0.72341	0.323557	0.177443	0.10913	0.0388519	0.412061	0.0753126	0.0955063	0.998713	0.999671	1.00033	1.00129	3.839186
51330	-203.0074	-189.8969	-13.11048	444301.5	6.910618	0.224064	0.0763396	0.15172	0.181069	0.286728	0.0448537	0.0263705	0.000884146	0.0493527	0.11037	0.0223012	0.0617649	0.00822019	0.0833851	0.0693655	0.10398	0.226337	0.443188	0.0940804	0.166478	0.205693	0.0369162	0.0563652	0.271045	0.0792625	0.998094	0.999512	1.00049	1.00191	3.080134
51340	-192.0621	-185.6913	-6.370809	607174.3	10.19955	0.0527584	0.138473	0.067851	0.171895	0.0682267	0.0428594	0.0343551	0.00236186	0.0232377	0.263417	0.00650488	0.06681	0.00198753	0.0122506	0.216998	0.101285	0.14681	0.348003	0.0463918	0.0530421	0.105688	0.0606773	0.0722299	0.155526	0.0561766	0.998369	0.999583	1.00042	1.00163	2.315816
51350	-200.395	-193.0196	-7.37536	643405.6	11.65284	0.0381405	0.0884827	0.105932	0.0730423	0.131964	0.041636	0.0120531	0.00147277	0.0947064	0.296731	0.0107313	0.0317369	0.00712019	0.0200636	0.219796	0.142543	0.0247258	0.576805	0.0696662	0.101027	0.0161197	0.0251552	0.0179754	0.215906	0.0105109	0.998416	0.999595	1.0004	1.00159	2.374043
51360	-195.2777	-188.7545	-6.523184	429349.4	11.75365	0.0794806	0.0251836	0.170762	0.06904	0.022303	0.0663245	0.0197532	0.000448034	0.116984	0.201454	0.0423827	0.0246035	0.00755939	0.0481075	0.339898	0.238905	0.0325627	0.517752	0.0468696	0.0236292	0.0064798	0.0917932	0.00672126	0.087746	0.0110412	0.998061	0.999504	1.00049	1.00194	2.297784
51370	-194.5732	-186.1334	-8.439792	788076.6	10.00786	0.0763452	0.0446063	0.0934189	0.130756	0.0128941	0.0229965	0.0390676	0.000269755	0.229812	0.122397	0.096062	0.0197308	0.0107824	0.0109042	0.26002	0.324996	0.0558586	0.600466	0.044126	0.0402298	0.010921	0.169984	0.00497445	0.0965342	0.00519089	0.998569	0.999634	1.00037	1.00143	2.523345
51380	-192.2649	-185.4815	-6.783335	804871.8	11.87342	0.0886075	0.088506	0.0213723	0.185133	0.0372129	0.0250314	0.00641798	0.000707529	0.167117	0.129477	0.0754674	0.0199776	0.0630385	0.0234574	0.126092	0.187642	0.0601002	0.583742	0.179893	0.00779146	0.0225619	0.110528	0.00352921	0.100089	0.00235237	0.998584	0.999638	1.00036	1.00142	2.315846
51390	-203.5287	-191.2907	-12.23803	468425	10.52657	0.21998	0.119499	0.0405824	0.169997	0.060487	0.033529	0.0257095	0.000661867	0.0811755	0.0894527	0.230595	0.107285	0.153295	0.00771254	0.344531	0.368334	0.146384	0.211031	0.0741434	0.0112552	0.0197867	0.1359	0.0109846	0.206142	0.00152811	0.998143	0.999525	1.00047	1.00186	2.869983
51400	-209.8761	-193.0508	-16.82524	635870.8	7.348312	0.21998	0.113035	0.0371676	0.0574023	0.0259847	0.052374	0.0978234	0.00395485	0.202345	0.0793389	0.123976	0.176092	0.193074	0.0260238	0.512172	0.812396	0.158578	0.298618	0.0836232	0.0121313	0.0193242	0.225765	0.0196873	0.0428494	0.00549772	0.998406	0.999592	1.00041	1.00159	3.599213
51410	-213.5638	-193.099	-20.46484	908044.6	6.224246	0.124441	0.103674	0.0159366	0.0844252	0.0176642	0.0168516	0.0933908	0.106321	0.291919	0.043476	0.186865	0.112178	0.273967	0.03215	0.662589	0.611543	0.121777	0.495373	0.250994	0.0446175	0.0537436	0.309647	0.0402145	0.105944	0.00355235	0.998666	0.999659	1.00034	1.00133	4.203256
51420	-215.1669	-192.8679	-22.29903	718219.4	6.17876	0.21498	0.11666	0.101433	0.0850491	0.0244432	0.00510192	0.0673636	0.0991418	0.340588	0.0326233	0.0875584	0.292563	0.166188	0.12024	0.172233	0.926487	0.114385	0.489225	0.226923	0.131105	0.0602913	0.509545	0.0676644	0.0318289	0.0192278	0.998501	0.999617	1.00038	1.0015	4.502848
51430	-223.3586	-193.4402	-29.91841	804539.6	4.993097	0.706952	0.125178	0.0491655	0.186159	0.0269399	0.00820309	0.125969	0.0326997	0.156096	0.11643	0.132562	0.0703613	0.114736	0.120218	0.313347	1.32016	0.368415	0.859067	0.244877	0.620935	0.0350429	0.227387	0.053494	0.0248451	0.0395568	0.998583	0.999638	1.00036	1.00142	6.078792
51440	-210.8698	-189.496	-21.37379	555151	6.754641	0.646355	0.0721146	0.0515314	0.143835	0.0240652	0.0268604	0.0317083	0.0504581	0.287254	0.067982	0.0320062	0.119742	0.0901947	0.0772076	0.0726496	0.438321	0.559273	0.531931	0.323658	0.204325	0.0547886	0.221513	0.0369113	0.0151733	0.114877	0.998295	0.999564	1.00044	1.00171	4.294737
51450	-208.9631	-187.4706	-21.49246	982513.5	4.986201	0.232825	0.0431651	0.0215819	0.12405	0.0562356	0.0306889	0.039784	0.0842775	0.366385	0.163119	0.0394132	0.206722	0.175665	0.0468181	0.146932	0.512151	0.323021	0.637825	0.454472	0.261136	0.0454962	0.227408	0.0552881	0.0209201	0.0753128	0.998718	0.999672	1.00033	1.00128	4.390691
51460	-211.1803	-193.8461	-17.33423	714926.1	6.803244	0.328234	0.0563191	0.124182	0.171956	0.0743353	0.161231	0.0296465	0.0389614	0.145506	0.163968	0.0852149	0.239572	0.0348426	0.115825	0.0511639	0.378066	0.145301	0.360193	0.19995	0.27006	0.0419017	0.27818	0.0453298	0.0720555	0.0832088	0.998497	0.999616	1.00038	1.0015	3.695204
51470	-199.9629	-186.1788	-13.78403	331712	9.114651	0.139015	0.14571	0.0446	0.123603	0.100626	0.0778964	0.0246467	0.0626108	0.368845	0.183197	0.0569745	0.101318	0.0365658	0.0419162	0.20825	0.574878	0.0691315	0.0791351	0.146991	0.287534	0.0888617	0.0150633	0.0590339	0.03038	0.0533565	0.997794	0.999435	1.00056	1.00221	3.120139
51480	-210.699	-192.4791	-18.21989	136937.3	7.173138	0.163504	0.0988346	0.0601942	0.236827	0.0590859	0.112539	0.0671981	0.0961129	0.240264	0.173917	0.226666	0.0424079	0.025304	0.0606024	0.395042	0.825016	0.0167566	0.14213	0.380699	0.162056	0.069565	0.0721188	0.0328249	0.0201677	0.0224985	0.996567	0.999121	1.00088	1.00344	3.80233
51490	-221.9168	-200.6968	-21.22	396386.6	5.086503	0.228155	0.0991596	0.0495318	0.119204	0.125047	0.112716	0.18125	0.0634679	0.0646143	0.264795	0.178002	0.0501293	0.0323945	0.169681	0.202416	0.714752	0.0442666	0.105146	0.566172	0.477226	0.112896	0.109567	0.0142357	0.169057	0.0906062	0.997982	0.999484	1.00051	1.00202	4.344489
51500	-218.464	-196.9803	-21.48374	859341.8	7.94357	0.253582	0.164913	0.0270803	0.139438	0.204753	0.0555173	0.12899	0.171102	0.124773	0.42408	0.128465	0.00557663	0.0245802	0.32242	0.354443	0.137749	0.00699996	0.105761	0.542414	0.243816	0.273123	0.0493556	0.0525484	0.0616495	0.142979	0.998629	0.999649	1.00035	1.00137	4.146107
51510	-214.3833	-195.0555	-19.32774	821141.7	5.944379	0.377339	0.120799	0.022478	0.130769	0.112423	0.0557844	0.190983	0.0865431	0.0805617	0.165647	0.0932126	0.0110719	0.0450128	0.474287	1.00894	0.0678015	0.00771838	0.202185	0.185784	0.134435	0.17022	0.108283	0.0105675	0.0424462	0.120498	0.998598	0.999641	1.00036	1.0014	4.025789
51520	-213.4409	-193.8053	-19.63559	784504.1	4.825378	0.220594	0.0931953	0.0479897	0.143803	0.184354	0.0326558	0.168425	0.30364	0.229842	0.0960488	0.0263819	0.0127269	0.0677513	0.251459	0.899778	0.0400633	0.0188793	0.353471	0.32115	0.0498618	0.227464	0.0680364	0.0149086	0.0502331	0.0663108	0.998565	0.999633	1.00037	1.00144	3.989022
51530	-218.7611	-191.4314	-27.32969	992454.2	4.900937	0.053019	0.136729	0.120894	0.204321	0.395764	0.0430527	0.0557927	0.175909	0.289023	0.0957605	0.025549	0.0535643	0.199916	0.309537	1.5717	0.181324	0.00746031	0.245897	0.703542	0.101463	0.169791	0.111365	0.0176401	0.162149	0.142461	0.998724	0.999674	1.00033	1.00128	5.573621
51540	-218.892	-198.7188	-20.17315	654520	4.549959	0.0751	0.129379	0.179927	0.084367	0.235837	0.250351	0.379009	0.0601522	0.0917469	0.0641728	0.0142215	0.020912	0.10248	0.110828	0.583914	0.286718	0.0233184	0.100849	0.437225	0.0389973	0.246272	0.175454	0.0256923	0.141754	0.179142	0.998429	0.999598	1.0004	1.00157	4.037819
51550	-216.3829	-192.7898	-23.59312	706898.5	4.075695	0.0181087	0.106974	0.0518032	0.0619073	0.163893	0.172114	0.331059	0.0660923	0.104097	0.0326737	0.0142215	0.0458821	0.315219	0.196971	0.639575	0.208998	0.079022	0.130952	0.174502	0.0231488	0.726573	0.688506	0.0241875	0.0775321	0.240848	0.998489	0.999613	1.00039	1.00151	4.694859
51560	-209.8922	-190.2675	-19.62468	661491.5	7.777038	0.0198084	0.0604277	0.0730645	0.0928238	0.0809079	0.088784	0.139505	0.123792	0.335998	0.0213295	0.00685992	0.0604301	0.157888	0.105398	0.798702	0.240978	0.116933	0.296765	0.105571	0.086519	0.303641	0.367701	0.034178	0.0446008	0.169414	0.998438	0.9996	1.0004	1.00156	3.932018
51570	-210.1649	-194.1138	-16.05114	975442.5	7.222122	0.015312	0.0405273	0.18894	0.400786	0.0117348	0.0916437	0.00195587	0.0102387	0.283387	0.0342855	0.0282466	0.0742972	0.0913502	0.067699	0.78105	0.263754	0.0490905	0.262718	0.113118	0.0279783	0.135333	0.2427	0.0953755	0.0286264	0.158302	0.998713	0.999671	1.00033	1.00129	3.49845
51580	-201.7499	-190.0028	-11.74709	372378.6	9.191624	0.00651467	0.0650839	0.10155	0.229783	0.0111148	0.114583	0.00312708	0.0114054	0.41298	0.0270833	0.042505	0.117095	0.0959378	0.051999	0.574929	0.154702	0.0779306	0.221295	0.0948509	0.0601976	0.0622183	0.120356	0.0688812	0.0594806	0.107996	0.997918	0.999467	1.00053	1.00208	2.893599
51590	-203.2641	-189.3979	-13.86624	691563.1	8.963911	0.00713	0.0248721	0.180081	0.225783	0.0375946	0.176778	0.00667992	0.00900212	0.347129	0.00958231	0.0550613	0.0345745	0.0363074	0.0227208	0.475275	0.211874	0.0500627	0.401932	0.216959	0.125053	0.0745339	0.137996	0.182846	0.0514865	0.0373173	0.998472	0.999609	1.00039	1.00153	3.138632
51600	-201.9236	-186.8095	-15.11408	795221.7	6.678405	0.0189303	0.102835	0.124651	0.252157	0.0719566	0.188538	0.0144264	0.0268338	0.473657	0.0521467	0.0628875	0.0584677	0.0899352	0.0508965	0.765632	0.118479	0.0292334	0.123917	0.11807	0.0252143	0.222257	0.108785	0.0898346	0.120881	0.0556267	0.998575	0.999636	1.00036	1.00143	3.366249
51610	-209.0611	-192.5299	-16.53116	690664	7.885348	0.0117736	0.121492	0.0489562	0.382712	0.089691	0.495723	0.015523	0.0998211	0.372787	0.0938311	0.0278193	0.0365368	0.107347	0.110829	0.441169	0.0530159	0.0360844	0.275576	0.131694	0.0155347	0.171837	0.0619241	0.0889545	0.157474	0.0786946	0.998471	0.999609	1.00039	1.00153	3.5268
51620	-209.5604	-193.8244	-15.73599	847665.6	7.429651	0.0178378	0.0826593	0.0453646	0.396865	0.28032	0.495375	0.00593684	0.075264	0.146229	0.12081	0.0100816	0.0288404	0.182666	0.0473031	0.466306	0.0511048	0.0450287	0.0800695	0.0645005	0.0309348	0.30397	0.0887057	0.107998	0.16145	0.112432	0.99862	0.999647	1.00035	1.00138	3.448053
51630	-213.4598	-194.8131	-18.64665	840240.1	5.21571	0.000720235	0.164512	0.0638629	0.180887	0.132375	0.421419	0.0639915	0.371514	0.117688	0.120829	0.0171038	0.0363955	0.212151	0.0318169	0.769579	0.0393737	0.0203793	0.331639	0.0254163	0.00646172	0.12017	0.143652	0.153958	0.23033	0.0825367	0.998614	0.999645	1.00035	1.00139	3.858762
51640	-206.5296	-193.5758	-12.95379	893413.6	6.817796	0.00275302	0.0555541	0.0671596	0.305618	0.363435	0.133542	0.0376504	0.233261	0.0839734	0.185623	0.0122361	0.0459738	0.0461973	0.0344738	0.434271	0.164614	0.00693093	0.206466	0.0208669	0.0120654	0.0364268	0.142238	0.111565	0.22125	0.0880794	0.998656	0.999656	1.00034	1.00135	3.052223
51650	-213.6839	-194.702	-18.98184	804986.4	9.551127	0.00318133	0.0831324	0.0435097	0.128107	0.209045	0.157158	0.150543	0.0560358	0.280532	0.325663	0.0183303	0.0204244	0.154771	0.0683473	0.816759	0.0813611	0.00681616	0.373535	0.0119303	0.0099701	0.0281993	0.0699116	0.153818	0.326592	0.0573855	0.998584	0.999638	1.00036	1.00142	3.635057
51660	-208.1339	-190.0035	-18.13036	547936.7	7.364212	0.00771304	0.140432	0.0625665	0.0865914	0.208746	0.0742739	0.0622551	0.041514	0.657892	0.367385	0.0248485	0.0915814	0.289595	0.0911601	0.512973	0.106766	0.0116925	0.251384	0.00818419	0.0046782	0.0204404	0.125345	0.311273	0.159506	0.0567745	0.998283	0.999561	1.00044	1.00172	3.775572
51670	-207.1159	-190.7386	-16.37734	615284.8	4.600334	0.0104865	0.190755	0.0316776	0.179994	0.254372	0.0582001	0.0355463	0.0785148	0.323954	0.416969	0.0349726	0.092502	0.277524	0.0960605	0.288228	0.120943	0.0471601	0.117136	0.0115067	0.00436498	0.0384649	0.1404	0.165704	0.12083	0.0898678	0.99838	0.999586	1.00041	1.00162	3.226134
51680	-209.8476	-191.2963	-18.5513	730195.6	7.570976	0.0143616	0.135567	0.0555401	0.162775	0.175989	0.0338847	0.0589206	0.0834282	0.270433	0.181331	0.0371435	0.138014	0.234061	0.133639	0.640217	0.0700311	0.116756	0.395972	0.0263576	0.00236527	0.00607661	0.0789854	0.265815	0.337141	0.159228	0.998513	0.99962	1.00038	1.00149	3.814032
51690	-210.6404	-192.5252	-18.11518	421856.1	8.550741	0.0324603	0.0623325	0.147746	0.148018	0.303981	0.0216068	0.0783362	0.0895779	0.107221	0.17382	0.114131	0.335304	0.142834	0.105832	0.532374	0.0643063	0.156982	0.24257	0.0920494	0.000979071	0.00823859	0.372671	0.0583586	0.17756	0.0896067	0.998044	0.999499	1.0005	1.00196	3.658897
51700	-210.1783	-193.0314	-17.14695	694741.3	5.559262	0.0253024	0.0108566	0.0606717	0.345667	0.0846088	0.0286922	0.160123	0.0787799	0.159817	0.406341	0.13294	0.134902	0.0907048	0.138656	0.493339	0.14346	0.213877	0.135614	0.0433265	0.00119686	0.00901783	0.334572	0.0244241	0.304862	0.0632855	0.998475	0.99961	1.00039	1.00153	3.625037
51710	-201.3925	-184.141	-17.25152	466001.5	6.895368	0.0627013	0.0128369	0.17294	0.228347	0.170149	0.0291231	0.0724155	0.0205549	0.346829	0.0853434	0.0436932	0.154094	0.0713927	0.0676171	0.478246	0.149237	0.187485	0.233215	0.0220612	0.00398356	0.0142045	0.664609	0.0257848	0.335121	0.027949	0.998139	0.999524	1.00047	1.00186	3.679932
51720	-203.0075	-187.7712	-15.23629	748676.4	7.084364	0.127442	0.0166519	0.102408	0.230181	0.239249	0.00732177	0.0456343	0.0172385	0.350012	0.0959971	0.0778727	0.158295	0.122273	0.123811	0.550037	0.0780273	0.198445	0.324352	0.0112565	0.00320222	0.0117737	0.331768	0.0225611	0.087036	0.054538	0.998531	0.999624	1.00037	1.00147	3.387385
51730	-204.2646	-186.869	-17.39562	734154.8	8.847059	0.020282	0.0343074	0.0902626	0.160536	0.0546003	0.0551015	0.0235358	0.084559	0.138062	0.103432	0.0568306	0.132867	0.103761	0.136292	0.962573	0.0961764	0.236576	0.397831	0.00442058	0.00568266	0.0281126	0.465061	0.0415738	0.0566305	0.0555165	0.998517	0.999621	1.00038	1.00148	3.544583
51740	-215.3299	-192.5188	-22.81107	365186.4	6.793946	0.0197511	0.0604777	0.177423	0.0924513	0.327331	0.0639277	0.0160013	0.0289468	0.140033	0.148444	0.149947	0.120701	0.314508	0.100288	0.622897	0.347176	0.224508	0.288256	0.0319432	0.00399224	0.00606586	1.00084	0.0203729	0.144945	0.0504119	0.997897	0.999462	1.00054	1.0021	4.501637
51750	-223.0222	-195.9818	-27.04034	164309.8	4.607337	0.0650428	0.0619005	0.123021	0.209394	0.123169	0.0972482	0.0731563	0.0945994	0.139151	0.408976	0.221271	0.235419	0.276335	0.149034	0.229847	0.530186	0.634945	0.118954	0.111253	0.00115027	0.0172093	0.95618	0.0120219	0.581389	0.0726811	0.996866	0.999197	1.0008	1.00314	5.543532
51760	-221.553	-194.6205	-26.93249	424490.8	3.862013	0.0597822	0.0827902	0.0221933	0.158613	0.171496	0.163521	0.0451867	0.120906	0.213448	0.544671	0.350286	0.130367	0.236301	0.525485	0.176152	0.190544	0.907126	0.0761663	0.238629	0.00152841	0.00732811	0.577032	0.117774	0.283683	0.0807444	0.99805	0.999501	1.0005	1.00195	5.481753
51770	-209.8962	-192.6217	-17.27442	765385.9	6.808848	0.252468	0.143489	0.0532829	0.0653553	0.192555	0.0490482	0.0688981	0.051339	0.21002	0.305909	0.111303	0.0817406	0.118312	0.177055	0.104993	0.040694	0.454818	0.256852	0.133913	0.00342017	0.0515761	0.295836	0.218319	0.1743	0.0707402	0.998547	0.999629	1.00037	1.00145	3.686236
