Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
9920	-479.9185	-467.4633	-12.45521	540713.8	11.76178	0.0262153	0.0800801	0.0176372	0.113543	0.0283148	0.0966458	0.0874884	0.154174	0.0109009	0.0149896	0.0499141	0.0104846	0.313397	0.159915	0.0495842	0.0111037	0.0223458	0.0293986	0.0836766	0.0416381	0.053689	0.142793	0.0358379	0.0422634	0.086287	0.0625001	0.0708366	0.512722	0.0110043	0.159377	0.110606	0.499029	0.0305682	0.0462009	0.00683296	0.335897	0.00136537	0.0749119	0.0555848	0.0481865	0.0616878	0.998272	0.999558	1.00044	1.00173	3.849626
9930	-478.1568	-465.7313	-12.42552	628588.1	14.71096	0.0262923	0.0306852	0.0131349	0.128997	0.251393	0.0267239	0.0772077	0.0832294	0.0137341	0.019939	0.0766602	0.00693064	0.25374	0.163497	0.0529955	0.00965436	0.0137082	0.0235525	0.180913	0.0125301	0.0890002	0.138266	0.0549623	0.0731601	0.0596541	0.163283	0.112457	0.266831	0.00389144	0.0832696	0.0890046	0.326406	0.0202451	0.0350159	0.0131803	0.216412	0.00134561	0.135871	0.0607454	0.0965589	0.154246	0.998397	0.99959	1.00041	1.0016	3.659324
9940	-483.6923	-476.1087	-7.583593	630756.4	12.37189	0.0128895	0.144326	0.0178308	0.0835977	0.177935	0.0590357	0.0934722	0.140628	0.0129347	0.0116094	0.0728173	0.00163998	0.0513829	0.137523	0.0798582	0.00563768	0.00823545	0.0558935	0.11544	0.0286387	0.0824927	0.117272	0.0881066	0.0322926	0.0127675	0.164912	0.130785	0.409646	0.0131422	0.103508	0.150888	0.248481	0.0129945	0.0440895	0.00732573	0.136352	0.0037815	0.0381767	0.034623	0.146031	0.134755	0.9984	0.999591	1.00041	1.0016	3.42375
9950	-481.7114	-468.9299	-12.78143	349445.8	9.390152	0.0124804	0.0394496	0.0173536	0.0988662	0.264104	0.0493323	0.0795322	0.123438	0.0330142	0.0168042	0.0841797	0.00208846	0.0477311	0.0709813	0.0744893	0.066611	0.010567	0.0472952	0.137445	0.0372911	0.0818425	0.173685	0.0269933	0.0253005	0.00731622	0.170242	0.21859	0.606382	0.0955487	0.0390351	0.0888346	0.379026	0.0506926	0.0303144	0.00557546	0.050916	0.00223721	0.302227	0.0392703	0.0733939	0.143428	0.997851	0.99945	1.00055	1.00215	3.923904
9960	-472.6691	-465.0856	-7.583523	351745.4	10.88073	0.0727094	0.0257134	0.0160904	0.110755	0.196846	0.0721776	0.116447	0.0582687	0.0140933	0.00953008	0.153777	0.003236	0.0680217	0.0397456	0.0561066	0.0809932	0.0121907	0.0529414	0.11454	0.00967047	0.0471598	0.103693	0.0392166	0.0364806	0.00785276	0.229328	0.166028	0.296444	0.0632576	0.0376068	0.0502952	0.560304	0.0127601	0.03534	0.0211063	0.0944221	0.00750518	0.168208	0.0517375	0.0235751	0.100235	0.997858	0.999452	1.00055	1.00214	3.436409
9970	-479.5751	-472.8502	-6.724962	927539.4	13.38048	0.0973741	0.0442886	0.0237225	0.0736173	0.164367	0.0556877	0.106967	0.0908215	0.0126118	0.0241911	0.095212	0.00591318	0.216305	0.0303135	0.0891184	0.128633	0.0154905	0.0273745	0.0765977	0.0301987	0.0473368	0.0985405	0.0254399	0.095505	0.0123241	0.292589	0.0802643	0.464612	0.0445459	0.0178363	0.020235	0.313065	0.0545872	0.0294516	0.00644792	0.0495801	0.00455827	0.0686273	0.0535888	0.074721	0.0639077	0.99868	0.999663	1.00034	1.00132	3.326568
9980	-476.4326	-470.2896	-6.14306	729358.7	10.68173	0.0206426	0.05082	0.0244969	0.0846869	0.256874	0.0518967	0.0558866	0.043297	0.00907425	0.0244947	0.115219	0.00911049	0.110321	0.0188451	0.0401946	0.0557538	0.00933698	0.0165087	0.0467969	0.0799536	0.0570223	0.082806	0.0207215	0.135013	0.0547137	0.0796773	0.201515	0.315672	0.0531235	0.0116448	0.0124575	0.529819	0.130368	0.0170555	0.0180581	0.0623892	0.00522803	0.12676	0.0359847	0.0709231	0.153293	0.998512	0.999619	1.00038	1.00149	3.298452
9990	-483.6352	-469.9167	-13.71849	643087.1	8.383274	0.0067069	0.0676724	0.0475064	0.199354	0.270233	0.0740171	0.12252	0.124957	0.00254568	0.0438696	0.167988	0.0381898	0.011607	0.0108716	0.0651648	0.0643196	0.0264459	0.0448313	0.0511451	0.0548046	0.166341	0.0656977	0.00568418	0.183785	0.116475	0.129376	0.211582	0.625514	0.0337764	0.129643	0.00306487	0.358984	0.0433782	0.028678	0.0290596	0.035481	0.0101268	0.0621463	0.0536615	0.0645801	0.124484	0.998415	0.999595	1.0004	1.00159	3.976268
10000	-476.7914	-466.0601	-10.73129	977716.8	7.935977	0.00569565	0.0296853	0.0390799	0.148256	0.0901776	0.144863	0.0547355	0.0594754	0.00737468	0.0549096	0.171612	0.0203173	0.00650203	0.0115625	0.0344584	0.0750177	0.0810572	0.0451573	0.0696799	0.0233612	0.0936472	0.132267	0.008074	0.0511835	0.147466	0.270081	0.071951	0.704196	0.0424085	0.0359001	0.00488712	0.336204	0.0932701	0.0175267	0.044145	0.076257	0.00286248	0.0806027	0.0602324	0.0685544	0.0372687	0.998715	0.999671	1.00033	1.00129	3.551962
10010	-491.0724	-475.7458	-15.32662	824045.6	7.874931	0.00205745	0.066557	0.0488324	0.180621	0.112036	0.135707	0.0276731	0.128087	0.00965502	0.218146	0.102839	0.0140831	0.00731717	0.0193855	0.0802226	0.0354617	0.223455	0.0425638	0.0424768	0.046508	0.317631	0.145116	0.0113997	0.0421227	0.0499149	0.202088	0.0882444	0.512162	0.0535605	0.0345417	0.00373134	0.419939	0.112495	0.0149981	0.056925	0.127616	0.00768615	0.144089	0.116368	0.077544	0.0425254	0.9986	0.999642	1.00036	1.0014	4.124383
10020	-482.0765	-468.3294	-13.74707	237209.2	8.301533	0.00205967	0.0358159	0.0470524	0.108928	0.256546	0.133651	0.074545	0.126078	0.0183614	0.275001	0.0864549	0.0327812	0.00529775	0.0223976	0.0222361	0.0825057	0.150311	0.0998291	0.0189814	0.0294626	0.292835	0.140289	0.00634344	0.13683	0.0583614	0.036905	0.0972527	0.34455	0.0552403	0.0730263	0.00182799	0.369133	0.109202	0.0693734	0.041539	0.167591	0.00332399	0.179644	0.103851	0.0493705	0.00765494	0.997391	0.999332	1.00067	1.00261	3.972441
10030	-484.986	-467.3753	-17.61073	894634.4	8.486627	0.000627611	0.0472444	0.0327859	0.136707	0.215574	0.0895452	0.130219	0.0998977	0.00721271	0.246869	0.149502	0.0941285	0.0036953	0.0254973	0.0270492	0.035549	0.0904902	0.0495305	0.0136705	0.0710855	0.190241	0.0587684	0.0166145	0.0518759	0.0722885	0.0306573	0.0710544	0.760904	0.0783437	0.0672516	0.00198312	0.818186	0.228826	0.0217377	0.00306151	0.0759252	0.00492429	0.0918115	0.125926	0.0895505	0.0164254	0.998656	0.999656	1.00034	1.00134	4.443237
10040	-490.0154	-475.0536	-14.96178	180778.5	8.315485	0.00108409	0.027339	0.132607	0.190889	0.0350991	0.0584132	0.0502157	0.195753	0.00491706	0.186731	0.0570927	0.0424179	0.00294681	0.0423885	0.0165598	0.0159532	0.187574	0.124137	0.0305735	0.0397743	0.181799	0.110027	0.0346882	0.0527025	0.136383	0.167228	0.0915382	0.313989	0.0758365	0.122299	0.00756981	0.453703	0.434501	0.0214153	0.00567191	0.118962	0.0141018	0.0701708	0.127763	0.109684	0.0272972	0.997012	0.999235	1.00076	1.00299	4.119797
10050	-493.2747	-473.7105	-19.56418	586657.4	11.89234	0.00160281	0.0491366	0.0562256	0.118614	0.0170451	0.039472	0.0739192	0.160041	0.0133959	0.120289	0.140546	0.0392237	0.00195944	0.162246	0.0205556	0.0255443	0.135998	0.116317	0.119351	0.025932	0.0646741	0.235181	0.208138	0.0176648	0.512409	0.110383	0.0668276	0.329546	0.133397	0.0444334	0.00631523	0.765508	0.0695521	0.0527906	0.00446376	0.136125	0.0437989	0.0630598	0.111808	0.00941559	0.0180978	0.998341	0.999576	1.00042	1.00166	4.441003
10060	-477.7681	-465.6455	-12.12254	553259.3	12.42354	0.000925804	0.0879891	0.0632275	0.0647447	0.00838503	0.190462	0.106176	0.0820423	0.0282	0.103532	0.128266	0.0217568	0.00354441	0.175576	0.0105605	0.0321509	0.0991283	0.0737065	0.0592758	0.00704087	0.0727211	0.0778459	0.112768	0.0549459	0.311812	0.179825	0.0315549	0.355288	0.05983	0.0318879	0.00615137	0.429352	0.113304	0.0185768	0.00713733	0.0553569	0.11766	0.227898	0.147412	0.00631966	0.0234479	0.998292	0.999563	1.00044	1.00171	3.787784
10070	-482.0011	-467.7776	-14.2235	73359.09	8.427699	0.00151192	0.0459869	0.0536755	0.158807	0.00942315	0.21654	0.0329706	0.0649451	0.00562313	0.0749544	0.0408746	0.0189333	0.0034515	0.147575	0.0518962	0.0561148	0.0690903	0.0330288	0.150724	0.00818644	0.153581	0.0575979	0.17104	0.115716	0.286577	0.454082	0.0628559	0.261148	0.0522628	0.0136647	0.00267322	0.425468	0.200146	0.0102071	0.00258101	0.137603	0.0635288	0.175156	0.125513	0.0061948	0.0179809	0.995311	0.998797	1.00119	1.0047	4.03989
10080	-499.4212	-476.8165	-22.60468	309336.6	10.348	0.00904877	0.0608131	0.0188141	0.316375	0.00534501	0.271445	0.0636128	0.0403706	0.0224043	0.120574	0.0549989	0.00981098	0.00386964	0.246607	0.0411385	0.062457	0.20242	0.0282929	0.119116	0.0117061	0.196491	0.108342	0.149321	0.0200102	0.350376	0.428209	0.112366	0.188806	0.0310936	0.0115944	0.00191723	0.780998	0.0624968	0.0822557	0.000991881	0.18212	0.0637983	0.0613541	0.260016	0.00745823	0.0670823	0.997716	0.999415	1.00058	1.00229	4.876318
10090	-485.0791	-473.3173	-11.76172	174125.8	10.74006	0.0150689	0.105668	0.0140133	0.197338	0.0209358	0.177849	0.049503	0.0417158	0.0200165	0.228293	0.0289424	0.0165875	0.00531596	0.300512	0.0408909	0.0255031	0.168776	0.0247246	0.119721	0.0102272	0.041168	0.0561648	0.0983844	0.0107273	0.156212	0.197236	0.0816839	0.163142	0.0666921	0.00421853	0.00439605	0.752261	0.0634237	0.0744607	0.00146104	0.143959	0.0941682	0.0212612	0.0591556	0.0112368	0.110376	0.996956	0.99922	1.00078	1.00305	3.823391
10100	-477.6688	-462.6089	-15.05982	436155.6	11.86928	0.0118462	0.0738922	0.012142	0.202108	0.0441807	0.0468001	0.0894026	0.0408135	0.00938524	0.18813	0.0907082	0.0155357	0.0117865	0.285709	0.0300522	0.039382	0.0564903	0.050748	0.0913979	0.0131674	0.0120697	0.0605394	0.159322	0.116738	0.163567	0.156999	0.0578369	0.52405	0.0547139	0.00428542	0.00361409	0.396848	0.109931	0.037556	0.00638825	0.21797	0.212619	0.0513885	0.0668171	0.00644769	0.240439	0.998076	0.999508	1.00049	1.00193	4.063818
10110	-490.037	-470.5361	-19.50092	807056.7	8.848941	0.0199936	0.0210907	0.00624226	0.105823	0.0315111	0.12406	0.0621574	0.14468	0.0419336	0.203388	0.128566	0.0271188	0.0520787	0.348132	0.0354011	0.0552608	0.170353	0.10433	0.0926205	0.0212134	0.03746	0.0675664	0.142295	0.0747094	0.132753	0.082114	0.072477	0.545977	0.152652	0.00621299	0.00202943	0.556431	0.102122	0.141995	0.00935007	0.130422	0.184666	0.0627947	0.130219	0.00890551	0.221326	0.998585	0.999638	1.00036	1.00142	4.660431
10120	-488.0157	-477.05	-10.96572	830076.1	10.89582	0.0174699	0.0190176	0.0208209	0.0825548	0.0650972	0.0891598	0.152185	0.0301181	0.0213539	0.289708	0.126216	0.0192637	0.0344377	0.187444	0.0757764	0.0241039	0.0692572	0.0174436	0.0276642	0.0323461	0.108256	0.0671508	0.108002	0.0523324	0.064319	0.151826	0.146823	0.263937	0.1441	0.0074518	0.000500095	0.420684	0.0714647	0.0883122	0.0343984	0.0998881	0.289968	0.0467999	0.0532165	0.022658	0.103474	0.998605	0.999643	1.00036	1.0014	3.747
10130	-499.3477	-477.4293	-21.9184	479874.4	9.846817	0.0297624	0.0854503	0.0348716	0.0405333	0.286748	0.10867	0.128147	0.0923739	0.07058	0.656173	0.0847951	0.0115492	0.0651593	0.0784133	0.0292828	0.0322031	0.125922	0.0564113	0.0214208	0.0722358	0.163345	0.03562	0.09067	0.0742326	0.0434975	0.318062	0.0546958	0.65362	0.162226	0.00930022	0.000169533	0.409386	0.0419317	0.0329755	0.0202749	0.0925807	0.177253	0.0711936	0.164807	0.00697189	0.124771	0.998166	0.999531	1.00047	1.00184	4.858286
10140	-483.645	-473.8044	-9.840676	234377.4	13.63419	0.0602201	0.0203348	0.00917332	0.124125	0.0919513	0.0986	0.0187824	0.112714	0.0476265	0.602284	0.143133	0.00538179	0.0153063	0.0635024	0.036149	0.0400133	0.0155224	0.0772013	0.017678	0.0284357	0.229084	0.219359	0.0514627	0.109261	0.00927015	0.0985554	0.0174797	0.329791	0.0736929	0.0136224	0.00029217	0.260315	0.0790857	0.0314056	0.0624699	0.0090228	0.150654	0.0279508	0.115511	0.00818039	0.0213504	0.997376	0.999328	1.00067	1.00263	3.545951
10150	-488.4561	-478.0071	-10.44901	366656.7	11.23814	0.0178398	0.0105001	0.0173	0.18467	0.1072	0.179612	0.0109008	0.051921	0.00994059	0.298695	0.187759	0.0107971	0.0170547	0.0223207	0.0540747	0.0907916	0.0770112	0.0409717	0.039989	0.0907222	0.226158	0.198231	0.080197	0.0210636	0.00421176	0.179347	0.00286313	0.450572	0.0810947	0.0306527	0.000738171	0.217741	0.194047	0.0176523	0.114356	0.0231895	0.20187	0.0190721	0.0851553	0.00964264	0.0157255	0.997902	0.999463	1.00054	1.0021	3.693651
10160	-482.693	-475.4154	-7.277582	551298	8.748834	0.0170819	0.011218	0.0146382	0.12056	0.135472	0.0876204	0.00911308	0.091394	0.0500623	0.264544	0.111281	0.00502744	0.013627	0.0123504	0.130223	0.118342	0.153978	0.0420801	0.0223036	0.0314019	0.225593	0.150845	0.155	0.00880096	0.0147121	0.100469	0.004805	0.309502	0.0151118	0.110792	0.000808405	0.179534	0.0305584	0.0394538	0.0263373	0.0625657	0.216327	0.0246034	0.11757	0.0106944	0.019187	0.998289	0.999562	1.00044	1.00171	3.265588
10170	-475.9808	-462.4049	-13.57592	309632.4	10.93054	0.0220369	0.00529856	0.0143799	0.153056	0.132715	0.1553	0.0066032	0.0182631	0.0584336	0.253281	0.122284	0.00901654	0.0220607	0.00488458	0.108624	0.048054	0.0990387	0.0558328	0.00955925	0.0206351	0.273942	0.139258	0.361698	0.00246286	0.0145983	0.0804641	0.00891598	0.705969	0.00658899	0.140994	0.00116158	0.112165	0.134548	0.131509	0.0956064	0.0674397	0.126047	0.0447015	0.126938	0.0387884	0.0520419	0.997717	0.999416	1.00058	1.00229	3.985195
10180	-479.8965	-468.7428	-11.15377	139996.5	11.81798	0.0179395	0.00807915	0.0264459	0.19865	0.129174	0.135497	0.0293326	0.0202972	0.00945855	0.0905939	0.123364	0.00663343	0.00437069	0.00861559	0.0931189	0.0110703	0.0491395	0.0467073	0.00507953	0.0181528	0.142411	0.0856521	0.50772	0.00762837	0.0142716	0.117485	0.0237326	0.590336	0.00742433	0.14836	0.000655402	0.0738009	0.180254	0.418049	0.0263502	0.0203191	0.101639	0.0986002	0.0367476	0.0484434	0.0551793	0.996605	0.99913	1.00087	1.0034	3.736782
10190	-476.875	-465.6297	-11.24527	158987.8	10.15401	0.0139985	0.00381471	0.0139101	0.139166	0.390616	0.0682696	0.0377459	0.0394528	0.0187941	0.193785	0.217182	0.00432918	0.00992047	0.00851457	0.0682677	0.00735205	0.0457061	0.0688731	0.0123215	0.0680746	0.259491	0.0979508	0.32011	0.0146028	0.00266572	0.116656	0.0548549	0.528424	0.0132562	0.0882726	0.00101433	0.162998	0.0476188	0.124223	0.0384597	0.00752668	0.108474	0.141072	0.0641292	0.0491683	0.107112	0.996814	0.999184	1.00081	1.00319	3.778174
10200	-475.6847	-464.0195	-11.66519	33962.37	9.195401	0.0322519	0.00807326	0.0206639	0.284863	0.157633	0.07167	0.0590889	0.0805299	0.0230426	0.128049	0.107185	0.00352886	0.00252167	0.011779	0.0114851	0.0136384	0.0161088	0.0573359	0.00241685	0.0492613	0.366155	0.132848	0.325306	0.034203	0.00360392	0.023229	0.100063	0.535859	0.0118325	0.208892	0.00106428	0.137154	0.0494927	0.0934531	0.0682382	0.0102044	0.142776	0.133597	0.0569168	0.0538241	0.166568	0.993111	0.99823	1.00175	1.00691	3.796407
10210	-475.9835	-468.1446	-7.838916	366304.6	17.24774	0.0594449	0.0017133	0.03716	0.196525	0.110953	0.135215	0.07101	0.0637769	0.0358733	0.065683	0.0767822	0.0148635	0.00604249	0.0168664	0.027461	0.0402907	0.0504041	0.0385635	0.00236115	0.0657498	0.283418	0.129855	0.197668	0.0324427	0.00713178	0.0113096	0.0432648	0.368508	0.00567949	0.0438841	0.00086162	0.367409	0.0323165	0.0867156	0.0199369	0.00732499	0.0768117	0.170036	0.028888	0.0461029	0.127641	0.997901	0.999463	1.00054	1.0021	3.203946
10220	-482.1259	-469.3733	-12.75259	243684.9	12.88084	0.1215	0.002266	0.0589149	0.0952912	0.197031	0.115419	0.110153	0.0442573	0.0576362	0.0501548	0.0295595	0.00247611	0.00256398	0.00649104	0.0193545	0.0416511	0.0779753	0.123579	0.00380016	0.181577	0.151487	0.307285	0.218815	0.0122542	0.00229321	0.0238317	0.0219161	0.580641	0.0166299	0.0190837	0.0012163	0.623907	0.0251755	0.136425	0.0237374	0.00580443	0.0819008	0.0396752	0.0254092	0.0698712	0.0811713	0.997426	0.999341	1.00066	1.00258	3.810181
10230	-477.4101	-469.795	-7.615046	148319.1	11.92698	0.0710396	0.00166921	0.0405133	0.0868205	0.165477	0.154928	0.169548	0.0518625	0.0302085	0.0309552	0.047704	0.00154075	0.00165564	0.00530987	0.0884478	0.0281769	0.0856323	0.0936742	0.00385154	0.0336091	0.142521	0.235556	0.166271	0.083516	0.000959953	0.0537114	0.0241464	0.470288	0.00262466	0.0344279	0.00152654	0.309144	0.037412	0.104413	0.0178051	0.00885618	0.194694	0.0172321	0.0271211	0.149992	0.160823	0.996701	0.999155	1.00084	1.0033	3.435665
10240	-479.6795	-472.4866	-7.192914	391171.7	12.01608	0.0748342	0.00139446	0.0292354	0.197326	0.0617624	0.109186	0.0323721	0.0858217	0.0342861	0.0470008	0.110756	0.00228471	0.000877145	0.0282255	0.203871	0.0169604	0.0167856	0.0532526	0.00830297	0.0610282	0.0683375	0.162107	0.158024	0.0446852	0.001591	0.0351318	0.0280145	0.468721	0.0144575	0.0543657	0.00346436	0.38478	0.0269752	0.253995	0.0453723	0.00441457	0.103429	0.046402	0.0213429	0.18454	0.113257	0.997968	0.99948	1.00052	1.00203	3.398971
10250	-477.6886	-466.7852	-10.90342	78874.15	9.275312	0.0579693	0.000897869	0.0269546	0.129427	0.102716	0.110966	0.0297582	0.0404525	0.0410205	0.0782945	0.178604	0.0079889	0.000487546	0.0263197	0.0976802	0.0387739	0.0422236	0.0848111	0.00938918	0.0563537	0.144917	0.133225	0.305321	0.0424996	0.0147906	0.0423203	0.00328312	0.536126	0.0170635	0.0838809	0.00181245	0.617873	0.0275163	0.181573	0.0386279	0.00250854	0.0318442	0.0554968	0.037204	0.162159	0.0769662	0.995478	0.99884	1.00115	1.00453	3.718096
10260	-479.5709	-473.1777	-6.393132	482105.4	10.05787	0.0279833	0.00121769	0.0613239	0.0858399	0.150805	0.109252	0.0380145	0.0606537	0.00495077	0.16282	0.0362033	0.0428429	0.000438563	0.0075058	0.0320667	0.0527674	0.0356689	0.0600784	0.0156088	0.039791	0.0837937	0.168597	0.162428	0.0258575	0.0167883	0.0646233	0.00236231	0.400351	0.012227	0.0838658	0.000959306	0.68917	0.0325499	0.149617	0.0726457	0.000581588	0.0566283	0.0604595	0.033808	0.108232	0.0436228	0.99817	0.999532	1.00047	1.00183	3.294998
10270	-476.4973	-465.7979	-10.69936	534189.6	8.685344	0.0168293	0.00194581	0.0350114	0.200392	0.143308	0.0929472	0.0443016	0.117126	0.00635504	0.148777	0.0386145	0.0324445	0.000337857	0.0302177	0.0225541	0.138619	0.0775366	0.0458352	0.0151913	0.0331328	0.07607	0.0977998	0.103843	0.112241	0.0296128	0.187672	0.00398409	0.590782	0.0179052	0.0543338	0.000427486	0.623164	0.0846665	0.058305	0.0832314	0.00021508	0.0593691	0.100904	0.0213655	0.0691989	0.0339438	0.998261	0.999555	1.00044	1.00174	3.650511
10280	-483.8541	-475.0894	-8.764644	946892.1	9.628655	0.0686096	0.00119249	0.0757265	0.0846039	0.0525574	0.16423	0.0624114	0.0483351	0.0208754	0.0490804	0.0961489	0.0168539	0.00177665	0.0134032	0.0162791	0.127792	0.0705304	0.0637799	0.029619	0.0463179	0.143082	0.0774279	0.0266708	0.128365	0.126557	0.152905	0.0020552	0.623302	0.0704765	0.0124667	0.000889802	0.607159	0.0763665	0.0392425	0.0584081	0.000455404	0.0508124	0.0343747	0.0329275	0.091771	0.0455487	0.998694	0.999666	1.00033	1.00131	3.511387
10290	-480.0793	-472.4287	-7.650637	716496.5	14.33247	0.021691	0.00197974	0.0636662	0.0387453	0.213853	0.0396481	0.140637	0.0207706	0.0302999	0.0318614	0.0552873	0.0287821	0.00245844	0.02802	0.0234112	0.103281	0.147878	0.0693215	0.018221	0.0473528	0.201072	0.196886	0.0520621	0.139356	0.0836963	0.115242	0.00405746	0.581138	0.0409133	0.0125754	0.00246694	0.430182	0.0675345	0.0821579	0.0467414	0.000454293	0.0832555	0.0258328	0.0323863	0.0139119	0.0144373	0.998499	0.999616	1.00038	1.0015	3.353526
10300	-479.0832	-467.6461	-11.43708	998869.3	11.8036	0.0318441	0.00295611	0.144359	0.0460379	0.197806	0.0375865	0.130569	0.026391	0.00772609	0.0282914	0.0621954	0.0443709	0.000576552	0.0388724	0.0136993	0.114468	0.355055	0.10426	0.0114681	0.0556974	0.183537	0.126098	0.0699101	0.0851551	0.100989	0.110092	0.00796303	0.557225	0.041717	0.0140332	0.00161787	0.451915	0.110313	0.0197441	0.0194916	0.000686673	0.211681	0.0344163	0.136395	0.00587696	0.0182631	0.998728	0.999675	1.00032	1.00127	3.761351
10310	-476.6948	-468.2122	-8.482633	246663	13.93289	0.0973469	0.00228802	0.160155	0.0515864	0.109072	0.0794763	0.0872682	0.0452192	0.0330657	0.0577275	0.108868	0.0117099	0.00309503	0.057262	0.0511834	0.1235	0.205975	0.0673006	0.0234501	0.032286	0.187317	0.0320165	0.144824	0.0995069	0.133158	0.0740308	0.00417776	0.489455	0.0395325	0.0225481	0.0034838	0.518777	0.0211702	0.0052981	0.0141834	0.000903415	0.126188	0.00860253	0.0484521	0.00117105	0.0493165	0.997442	0.999345	1.00065	1.00256	3.431946
10320	-481.8337	-467.7968	-14.03691	494146.5	11.57932	0.0629445	0.00120873	0.0898837	0.116633	0.0941043	0.0331518	0.129325	0.0782985	0.0479814	0.0621979	0.252061	0.00799357	0.00231432	0.0594557	0.0488831	0.11117	0.292199	0.0222743	0.10997	0.0279958	0.171243	0.04082	0.316716	0.135988	0.11435	0.077458	0.0105935	0.462161	0.049562	0.0476558	0.000576873	0.511322	0.0059393	0.00683103	0.0350123	0.00170927	0.255506	0.0328618	0.02533	0.00495785	0.0380356	0.998192	0.999538	1.00046	1.00181	3.994675
10330	-485.0256	-473.7894	-11.23618	529841.6	10.27062	0.036176	0.00606965	0.150448	0.102123	0.0754289	0.0305664	0.0982771	0.131673	0.030527	0.0532453	0.150424	0.012498	0.0119676	0.0566673	0.0506446	0.0786718	0.382274	0.0271598	0.0460762	0.026627	0.0916868	0.12457	0.316392	0.0993532	0.192267	0.075833	0.0207442	0.226096	0.108657	0.0620521	0.000257253	0.503803	0.00720193	0.00227759	0.078215	0.00210091	0.206138	0.0235099	0.019057	0.0108381	0.0491124	0.998254	0.999553	1.00045	1.00175	3.777705
10340	-484.3558	-472.8027	-11.55318	942095.9	10.09072	0.0292822	0.0146772	0.112856	0.0602811	0.0474134	0.0385019	0.0505396	0.219845	0.0427301	0.0205366	0.130264	0.0131302	0.0024949	0.025874	0.0510944	0.0361395	0.305852	0.00657208	0.0479236	0.0910182	0.0396697	0.146252	0.233387	0.0959713	0.124479	0.0890277	0.0142742	0.521601	0.138274	0.143743	0.000643966	0.439386	0.0278274	0.00314683	0.0758956	0.00522242	0.236291	0.00749672	0.0111179	0.0091481	0.0983553	0.998691	0.999665	1.00033	1.00131	3.808235
10350	-476.4288	-472.2796	-4.149168	590813.7	13.31317	0.0299841	0.0413069	0.16911	0.0865178	0.0559119	0.0190661	0.113398	0.155128	0.0786717	0.0956604	0.0621735	0.0356238	0.00268804	0.0337452	0.0919367	0.0682593	0.0564839	0.00719541	0.0699417	0.0566938	0.0425034	0.0899507	0.227344	0.0467585	0.0771146	0.0902691	0.0232396	0.340455	0.1013	0.0262447	0.0003333	0.384429	0.0511671	0.00108818	0.0266538	0.00962984	0.112636	0.00374444	0.0781626	0.031911	0.040959	0.998347	0.999577	1.00042	1.00165	3.135389
10360	-464.7022	-457.7513	-6.950903	294106.3	10.74226	0.00874023	0.0545061	0.0427678	0.114315	0.10485	0.0475176	0.0493401	0.0869196	0.0302999	0.0533313	0.0353621	0.0263016	0.00240823	0.0791051	0.0406028	0.0744633	0.0781742	0.00900617	0.0319494	0.101941	0.0735267	0.0575871	0.202931	0.107524	0.0472883	0.0781856	0.0586973	0.465424	0.121806	0.0530361	0.000335593	0.598668	0.0397335	0.000649835	0.0109279	0.00762708	0.214695	0.00774332	0.100942	0.0147717	0.0415056	0.997657	0.9994	1.0006	1.00234	3.375508
