Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
6330	-822.3595	-801.0539	-21.30558	91290.85	5.59847	0.391222	0.176659	0.258126	0.201049	0.568313	0.291945	0.0709956	0.0371324	0.00156707	0.0876248	0.100804	0.0699175	0.0965024	0.0908581	0.147801	0.0197479	0.2948	0.115088	0.00352523	1.12503	0.0628005	0.995796	0.998922	1.00107	1.00421	4.211509
6340	-821.8387	-795.8045	-26.03421	354933.9	4.792745	0.309451	0.27286	0.527008	0.217797	0.255739	0.164467	0.071404	0.0365457	0.00167683	0.0496339	0.0640798	0.0477352	0.0430307	0.0848081	0.695498	0.0237111	0.191862	0.281676	0.00719977	1.81624	0.0964853	0.997867	0.999454	1.00054	1.00213	5.258905
6350	-818.1207	-793.8245	-24.29618	325162.3	4.144302	0.200611	0.195519	0.724034	0.418602	0.38262	0.375149	0.054681	0.0149223	0.00302452	0.0553395	0.0670594	0.0410252	0.0437248	0.0525316	0.230608	0.00715003	0.0576183	0.543794	0.00684574	1.4185	0.0636941	0.997772	0.99943	1.00057	1.00223	4.957048
6360	-815.7627	-792.2944	-23.46831	770694	4.542097	0.306613	0.16354	0.426612	0.39091	0.0637474	0.655382	0.0677104	0.00943972	0.00343624	0.120887	0.0731933	0.0407061	0.011324	0.0623859	0.189963	0.00379054	0.0395013	0.433219	0.00443754	1.65104	0.029048	0.998552	0.99963	1.00037	1.00145	4.746885
6370	-818.8455	-796.4866	-22.35893	954569.2	6.152418	0.752826	0.25486	0.301468	0.161953	0.0474142	0.416392	0.0911382	0.0123289	0.00471755	0.137535	0.0788563	0.0352205	0.0393912	0.0436913	0.522026	0.0225655	0.0520917	0.502294	0.0241251	0.767944	0.0387269	0.998699	0.999667	1.00033	1.0013	4.307567
6380	-819.6416	-793.3062	-26.33546	192725.6	4.655949	0.401135	0.363303	0.542411	0.910232	0.158092	0.40356	0.034942	0.0349509	0.00704269	0.102491	0.0559307	0.0371132	0.0474484	0.0137086	0.894993	0.00998113	0.0261032	0.54966	0.021798	0.684597	0.0538918	0.997106	0.999259	1.00074	1.0029	5.353385
6390	-833.0073	-808.2809	-24.7264	495574.3	3.369136	0.75254	0.424067	0.579102	0.684734	0.325395	0.287171	0.0236582	0.0269477	0.00302057	0.0328103	0.0374037	0.0333068	0.10132	0.0133236	0.533381	0.0186391	0.00983736	0.294947	0.026361	0.717983	0.054591	0.998195	0.999538	1.00046	1.00181	4.98054
6400	-827.9435	-799.6516	-28.29191	802879.8	3.885519	0.200465	0.357426	0.746108	0.836454	0.218131	0.335789	0.0401283	0.0495495	0.0113268	0.0426572	0.0904421	0.0562434	0.149544	0.03305	0.222068	0.0484074	0.0221057	0.747669	0.0408966	1.67286	0.0590784	0.998582	0.999637	1.00036	1.00142	5.980398
6410	-824.1267	-797.404	-26.72272	688746.8	3.253642	0.404852	0.170677	0.350653	0.539843	0.677521	0.442506	0.0782854	0.0451512	0.00316837	0.020042	0.131464	0.0342347	0.0327891	0.0366163	0.170271	0.0291671	0.0193423	0.566892	0.0497446	1.67038	0.0792652	0.998469	0.999608	1.00039	1.00153	5.552861
6420	-818.5761	-792.3615	-26.21456	735699.5	3.224026	0.315771	0.0613271	0.545595	0.160099	0.425238	0.834746	0.0723676	0.0312918	0.00624031	0.0129236	0.0473596	0.0246356	0.0276706	0.0653089	0.101655	0.020796	0.0164913	1.07479	0.0104193	1.45366	0.0801493	0.998518	0.999621	1.00038	1.00148	5.388529
6430	-822.0152	-798.8841	-23.1311	797026.7	3.405258	0.355238	0.132441	0.532878	0.19888	0.437349	0.208616	0.0449439	0.0328359	0.010925	0.0158579	0.0689278	0.0327158	0.04487	0.032927	0.414253	0.0301055	0.0309477	0.64394	0.00868872	1.14395	0.10158	0.998577	0.999636	1.00036	1.00142	4.522871
6440	-817.0354	-790.8923	-26.14308	441261.2	2.976502	0.336092	0.142487	0.567297	0.229505	0.156429	0.515217	0.0564854	0.00877718	0.00231268	0.0174467	0.107778	0.0347109	0.0546209	0.122579	0.61203	0.00440171	0.0489613	0.52807	0.00528323	1.60183	0.113347	0.998087	0.999511	1.00049	1.00191	5.265665
6450	-814.9353	-792.9215	-22.01386	142546.7	3.949433	0.443691	0.208468	0.271684	0.507267	0.120126	0.685111	0.0666919	0.00972886	0.0211842	0.0283041	0.0354956	0.0262334	0.0438131	0.168129	0.450159	0.0045575	0.0206133	0.458805	0.0118639	0.741223	0.0543779	0.996635	0.999138	1.00086	1.00337	4.377526
6460	-826.6542	-798.142	-28.51219	31108.11	7.891755	0.358712	0.179249	0.50688	0.322581	0.260128	0.621837	0.0781956	0.0127964	0.0349795	0.043695	0.0315418	0.0286697	0.0528764	0.345785	0.517532	0.00410558	0.0153461	0.549998	0.0152485	0.675462	0.100713	0.992802	0.99815	1.00183	1.00722	4.75633
6470	-819.6673	-799.0331	-20.63414	365995.7	4.15801	0.304403	0.118143	0.130522	0.812601	0.0585739	0.261167	0.0896921	0.00964215	0.019074	0.0999067	0.125364	0.0551692	0.209213	0.278814	0.364592	0.0170458	0.0225935	0.53913	0.0112743	0.471353	0.0777316	0.9979	0.999463	1.00054	1.0021	4.076004
6480	-816.8076	-796.5201	-20.28753	946738.7	5.174145	0.341287	0.0217892	0.109189	0.509686	0.136943	0.210544	0.0542039	0.020677	0.0173366	0.0899902	0.0788844	0.0402188	0.117897	0.493815	0.0868999	0.0288173	0.0352721	1.1836	0.0154558	0.412262	0.0518651	0.998694	0.999666	1.00033	1.00131	4.056634
6490	-818.165	-796.2427	-21.92233	394070.6	5.295163	0.461514	0.0285974	0.305687	0.719988	0.139188	0.158938	0.0926667	0.0191408	0.0210741	0.0633856	0.0873577	0.0615101	0.146201	0.177309	0.0397642	0.0615355	0.028457	1.18535	0.0516489	0.455801	0.0546644	0.997976	0.999482	1.00052	1.00203	4.359777
6500	-823.5095	-797.3681	-26.14143	213545.7	3.404239	0.515969	0.0107085	0.297377	1.2203	0.530654	0.236239	0.0577119	0.0176931	0.0150267	0.0620637	0.0750673	0.109893	0.0638363	0.139762	0.0753752	0.0664961	0.0341594	1.00888	0.136569	0.705684	0.0272554	0.997251	0.999296	1.0007	1.00275	5.406728
6510	-813.4723	-792.53	-20.94236	284808.7	4.481876	0.487325	0.0105636	0.303071	0.455422	0.187211	0.177173	0.0681943	0.0101931	0.0132631	0.0358105	0.0222341	0.0679111	0.0537716	0.133937	0.0262607	0.0600788	0.0857207	1.19004	0.318847	0.439114	0.041084	0.997619	0.999391	1.00061	1.00238	4.187223
6520	-820.6724	-795.9862	-24.68618	752918.4	4.048315	0.607167	0.00984844	0.605492	0.523147	0.13372	0.168107	0.0410181	0.00582435	0.00986036	0.0486522	0.0524653	0.0555531	0.14729	0.131436	0.0271048	0.022175	0.0718487	1.42828	0.6177	0.302415	0.0450005	0.998535	0.999625	1.00037	1.00147	5.054099
6530	-816.9548	-795.3905	-21.56436	184592.2	4.182777	0.519034	0.0197643	0.297189	0.529961	0.0996702	0.326018	0.0640154	0.00873111	0.0109977	0.0567554	0.056167	0.0108774	0.080557	0.0548589	0.0919703	0.0281078	0.0727861	1.21993	0.261646	0.444057	0.0497991	0.997043	0.999243	1.00075	1.00296	4.302893
6540	-819.7877	-796.9352	-22.85252	821589.1	5.018281	0.59002	0.0267529	0.311075	0.382965	0.153986	0.209235	0.0148107	0.00876941	0.00534927	0.10725	0.0542981	0.00774584	0.0595676	0.0949939	0.229217	0.0839518	0.0658575	0.719367	0.251646	1.14107	0.0540517	0.998598	0.999641	1.00036	1.0014	4.571975
6550	-814.4305	-793.5638	-20.86667	585767.4	5.469758	0.371778	0.0284134	0.658654	0.272977	0.209028	0.10837	0.00800807	0.0057482	0.000979156	0.0589267	0.0793601	0.00301689	0.0440623	0.0846832	0.113042	0.098881	0.0673196	0.705583	0.321923	0.883344	0.0216797	0.99834	0.999575	1.00042	1.00166	4.145777
6560	-823.2578	-797.5053	-25.75254	61676.17	4.822109	0.377832	0.0359557	0.518868	1.03921	0.578021	0.111448	0.00337466	0.00571218	0.00488471	0.081755	0.0765421	0.00950676	0.0864895	0.124793	0.111282	0.124074	0.0405106	0.892062	0.478151	0.47189	0.0214933	0.994886	0.998688	1.0013	1.00512	5.193851
6570	-831.7708	-809.9904	-21.7804	140903	6.506826	0.171608	0.019002	0.367125	0.82481	0.42157	0.109597	0.00947031	0.0140493	0.000804227	0.10057	0.0475997	0.0574752	0.0788562	0.247633	0.327459	0.0747389	0.0262658	0.515977	0.569222	0.161546	0.00851804	0.996616	0.999133	1.00086	1.00339	4.153896
6580	-811.7145	-789.9149	-21.79968	657720.6	4.802102	0.521363	0.0121538	0.248224	0.81507	0.0629057	0.0915463	0.0278913	0.0197832	0.000458317	0.0441873	0.0457685	0.0674926	0.0697382	0.368252	0.526265	0.0428392	0.049749	0.869525	0.32747	0.150229	0.0140769	0.998433	0.999599	1.0004	1.00157	4.37499
6590	-814.0491	-793.7388	-20.3103	856710.6	4.695952	0.706139	0.0186784	0.198165	0.40329	0.102981	0.0792779	0.0328964	0.0113678	0.000323415	0.0399084	0.0960353	0.0590586	0.0409506	0.450748	0.740246	0.060687	0.0398774	0.371236	0.362493	0.21354	0.0333827	0.998627	0.999649	1.00035	1.00137	4.061283
6600	-822.1539	-801.3414	-20.81253	221811.3	8.389981	0.495518	0.00640316	0.33033	0.323747	0.0830028	0.0809113	0.0791103	0.00650855	0.000298974	0.0368987	0.0561143	0.0786806	0.074202	0.686828	0.376846	0.0303649	0.108528	0.248006	0.415609	0.157327	0.0222835	0.997302	0.999309	1.00069	1.0027	3.697516
6610	-817.3794	-798.0324	-19.34701	930365.5	5.555616	0.401515	0.00854592	0.179555	0.495741	0.0750411	0.307231	0.085641	0.0176096	0.000177257	0.0693696	0.0482278	0.0484946	0.0198421	0.469834	0.43994	0.0599255	0.0721034	0.240083	0.53032	0.268612	0.0261434	0.998682	0.999663	1.00034	1.00132	3.863953
6620	-819.5975	-795.829	-23.76851	530845.3	3.310527	0.594126	0.00907774	0.154265	0.591223	0.0444095	0.635217	0.052112	0.0076938	0.000413226	0.0790997	0.0545721	0.081897	0.0522108	0.366526	0.427539	0.0529433	0.0315567	0.796356	0.423645	0.169803	0.0469039	0.998256	0.999554	1.00045	1.00175	4.671589
6630	-815.6814	-790.8766	-24.80476	141740.2	4.276153	0.388781	0.0107198	0.307086	0.281868	0.0917571	0.329407	0.0886946	0.01657	0.000306133	0.0690012	0.0557265	0.0530598	0.0372105	0.279632	0.279365	0.0418445	0.0117429	1.72456	0.579062	0.388537	0.0358445	0.996626	0.999136	1.00086	1.00338	5.070776
6640	-818.4618	-791.4147	-27.04711	301126.1	5.845073	0.418721	0.014433	0.182555	0.401462	0.200231	0.145693	0.0589012	0.00569722	0.000410866	0.107204	0.0401697	0.0470629	0.035143	0.2317	0.323011	0.0307189	0.00873729	1.78772	0.629139	0.447775	0.0460618	0.997685	0.999407	1.00059	1.00232	5.162542
6650	-815.6219	-790.5406	-25.08127	942749	2.884149	0.479974	0.0136933	0.200478	0.145938	0.169083	0.215775	0.0546611	0.0164598	0.00052142	0.0790149	0.0636796	0.107899	0.0751366	0.303361	0.165412	0.00872554	0.00993614	1.81015	0.356369	0.524386	0.0423798	0.998691	0.999665	1.00033	1.00131	4.843032
6660	-816.6343	-792.601	-24.03335	735460.7	3.951012	0.528803	0.0366706	0.181969	0.237413	0.165733	0.432451	0.0790532	0.00578212	0.00050827	0.096604	0.052329	0.117372	0.0508773	0.384532	0.471562	0.00797571	0.0437209	1.2392	0.181805	0.533094	0.0414979	0.998518	0.999621	1.00038	1.00148	4.888953
6670	-810.6735	-790.6491	-20.02442	555079.2	5.128408	0.400201	0.0475862	0.157154	0.0852471	0.21142	0.215485	0.0336466	0.0173335	0.00107979	0.0487892	0.0448489	0.0382056	0.0409372	0.195471	0.675322	0.0204148	0.0768009	1.02748	0.233874	0.368038	0.0676001	0.998294	0.999564	1.00044	1.00171	4.006935
6680	-812.5183	-792.8006	-19.71769	202111.9	6.436349	0.37038	0.0847303	0.259753	0.148705	0.319946	0.108427	0.0558028	0.00786338	0.000306841	0.0806631	0.105241	0.052612	0.0187103	0.316996	0.678277	0.0559613	0.0662973	0.481016	0.303651	0.309632	0.0205902	0.997174	0.999276	1.00072	1.00283	3.845561
6690	-822.5327	-794.4711	-28.06154	54770.13	2.534227	0.57067	0.082381	0.374609	0.697228	0.125343	0.146033	0.072457	0.00455044	0.00050831	0.0580841	0.073771	0.108125	0.0369543	0.143027	0.759516	0.0741612	0.0290173	1.57161	0.276893	0.416904	0.0217408	0.994574	0.998608	1.00138	1.00544	5.64358
6700	-819.633	-790.9188	-28.71424	770990.1	4.876572	0.422756	0.151194	0.547532	0.941399	0.111193	0.185698	0.0377475	0.00635051	0.000415736	0.0765191	0.0748576	0.0622199	0.0450681	0.11574	0.418955	0.0680364	0.0315414	1.27226	0.391251	0.812742	0.0158256	0.998553	0.99963	1.00037	1.00145	5.789307
6710	-821.4961	-793.7486	-27.74749	709526.3	3.304436	0.253244	0.0708089	0.795287	1.69503	0.0296883	0.155241	0.0624094	0.0025181	0.00168838	0.0410326	0.0537889	0.0193747	0.0314742	0.14661	0.26854	0.0459729	0.044395	0.907523	0.282644	0.934347	0.0313761	0.998491	0.999614	1.00039	1.00151	5.872997
6720	-822.0828	-793.8899	-28.19289	848941.2	3.448709	0.257787	0.106886	0.376749	1.14648	0.0277718	0.1079	0.0620087	0.00628557	0.000423894	0.0279693	0.05872	0.0821242	0.0746427	0.106482	1.24692	0.0233341	0.0287168	1.58858	0.21763	0.433337	0.0275562	0.998621	0.999647	1.00035	1.00138	6.008308
6730	-822.2532	-797.6757	-24.57758	677120.5	4.094342	0.521007	0.0918185	0.236697	0.348944	0.0516168	0.286285	0.0897062	0.00397143	0.000430122	0.0784178	0.114698	0.154459	0.0463468	0.445426	0.374914	0.0758239	0.0137847	1.42118	0.366312	0.251448	0.0532141	0.998456	0.999605	1.00039	1.00155	5.026498
6740	-814.9199	-795.2441	-19.67581	413785	5.74717	0.531711	0.0277997	0.127073	0.0682787	0.115899	0.283061	0.0896394	0.0182687	0.000282645	0.0551754	0.0675889	0.049011	0.0296539	0.184359	0.801151	0.143259	0.0344139	0.506502	0.311974	0.431097	0.0333769	0.998025	0.999495	1.0005	1.00198	3.909575
6750	-814.0394	-792.6981	-21.3413	833215.9	4.687695	0.394784	0.0764272	0.116704	0.149935	0.0600821	0.164359	0.0246192	0.0186473	0.00207313	0.040218	0.0368136	0.0321697	0.0609241	0.280959	0.633217	0.0523025	0.0368267	1.22232	0.301087	0.545641	0.0307276	0.998608	0.999644	1.00036	1.00139	4.280842
6760	-819.0087	-797.3184	-21.69024	622434.7	3.869029	0.575024	0.0861883	0.0656175	0.232419	0.0925094	0.415808	0.0398134	0.0338235	0.00289711	0.0423734	0.102357	0.0469337	0.0716317	0.365553	0.190287	0.0426607	0.100904	0.605982	0.323422	0.77993	0.0612364	0.998389	0.999588	1.00041	1.00161	4.27737
6770	-815.4924	-794.1388	-21.35359	981420.4	3.901867	0.446294	0.259018	0.0281681	0.39374	0.0738999	0.235564	0.0393768	0.0258612	0.0113841	0.0630176	0.045594	0.0651889	0.0770154	0.479425	0.451661	0.0555004	0.0409544	0.599989	0.253915	0.524151	0.0291797	0.998717	0.999672	1.00033	1.00128	4.198897
6780	-821.7552	-798.4801	-23.27516	713519.7	4.891125	0.237585	0.287602	0.00746019	0.412561	0.0341562	0.492507	0.0757777	0.023666	0.00939039	0.0807488	0.0516431	0.042122	0.0346398	1.07383	0.466603	0.0384337	0.0309403	0.589865	0.188771	0.390878	0.103066	0.998496	0.999615	1.00038	1.00151	4.67225
6790	-815.3444	-793.2303	-22.11418	697375.8	4.599628	0.319886	0.2051	0.0510787	0.672923	0.033009	0.365054	0.054077	0.00963981	0.0100382	0.03189	0.0532111	0.0530484	0.0496624	0.451369	0.900549	0.015059	0.0362704	0.545594	0.0684714	0.391984	0.130163	0.998478	0.999611	1.00039	1.00152	4.448077
6800	-813.0247	-792.1884	-20.83623	544225.7	3.712927	0.265249	0.255116	0.0526146	0.325066	0.0313219	0.308383	0.0510399	0.00447431	0.00819934	0.0160107	0.0455176	0.0679666	0.0694297	0.52329	0.769518	0.00595123	0.05126	0.411531	0.0566986	0.639719	0.0443165	0.998277	0.999559	1.00044	1.00172	4.002673
6810	-820.7423	-796.1178	-24.6245	339409.3	4.288106	0.213815	0.139582	0.0410626	0.334678	0.022751	0.355746	0.0482041	0.0142519	0.0125408	0.0876231	0.0265667	0.0566071	0.0923726	0.478325	1.25202	0.00320243	0.114205	0.885629	0.0454398	0.768815	0.0342851	0.997819	0.999442	1.00056	1.00218	5.027717
6820	-816.625	-795.0674	-21.55769	70485.6	3.044623	0.375277	0.146001	0.0873119	0.142074	0.12335	0.284128	0.0876507	0.025134	0.00606546	0.121401	0.0323209	0.0223006	0.0477234	0.260169	0.614137	0.00118839	0.171924	0.502856	0.0379931	0.673135	0.0312479	0.995216	0.998773	1.00122	1.00479	3.793388
6830	-817.6024	-795.3514	-22.25098	248036.9	4.407528	0.608005	0.122321	0.185943	0.0536527	0.104534	0.33495	0.0713697	0.00925915	0.00495767	0.097072	0.0207268	0.0241402	0.0425441	0.208631	0.400797	0.00154653	0.135609	0.827015	0.0695906	1.11939	0.036383	0.997449	0.999347	1.00065	1.00255	4.478434
6840	-816.2989	-797.0069	-19.29197	819318.1	6.503181	0.57964	0.193367	0.210403	0.0464009	0.100757	0.390694	0.0747582	0.00790962	0.00979388	0.0602013	0.0223581	0.0339974	0.0419803	0.261219	0.39614	0.00542277	0.104709	0.62533	0.0672127	0.478225	0.0613607	0.998596	0.999641	1.00036	1.0014	3.77188
6850	-819.4689	-794.2396	-25.22929	136554.7	4.597394	0.489145	0.208307	0.434556	0.132237	0.0436532	0.497878	0.0551516	0.00475056	0.0069692	0.0613639	0.0280464	0.0937201	0.0655819	0.158446	0.734882	0.00378083	0.0738393	1.56059	0.0391437	0.363079	0.0705751	0.996562	0.999119	1.00088	1.00344	5.125698
6860	-815.8148	-793.4349	-22.37985	977605.7	3.911415	0.118854	0.167854	0.364913	0.14437	0.120987	0.525787	0.0195627	0.00633291	0.00230235	0.0887341	0.0653631	0.0576176	0.0296733	0.258255	0.736735	0.00122526	0.0924701	0.867182	0.057497	0.69618	0.0417606	0.998715	0.999671	1.00033	1.00129	4.463656
6870	-818.1475	-796.93	-21.21754	349709.2	4.582289	0.172472	0.242045	0.289164	0.465307	0.149925	0.451389	0.0523131	0.0106212	0.00241116	0.0598621	0.041967	0.0514809	0.0509993	0.547771	0.303313	0.0016407	0.0687565	0.628352	0.0487495	0.570624	0.043514	0.997851	0.99945	1.00055	1.00215	4.25268
6880	-822.3017	-800.5737	-21.72795	608547.3	3.785723	0.219467	0.217106	0.0969466	0.137713	0.08823	0.429887	0.0811807	0.0142603	0.0016569	0.0606048	0.128697	0.0402123	0.146341	0.404008	0.470038	0.000998032	0.0665457	1.11607	0.0347719	0.475947	0.0344358	0.998371	0.999583	1.00042	1.00163	4.265114
6890	-816.7376	-798.315	-18.42262	499498.7	4.240732	0.345969	0.0654024	0.0162039	0.420634	0.0292054	0.212942	0.13519	0.0325005	0.00144013	0.0943679	0.0369676	0.0276999	0.191385	0.349903	0.21082	0.00150243	0.0857349	0.679883	0.0270361	0.576109	0.0277526	0.998202	0.99954	1.00046	1.0018	3.568649
6900	-813.3863	-792.2824	-21.10391	485475	5.138548	0.386722	0.0644074	0.0174066	0.394367	0.00957767	0.337861	0.0958126	0.0207379	0.00615854	0.0646054	0.0570268	0.0169034	0.15605	0.539405	0.612607	0.00625968	0.114772	0.523833	0.0514512	0.680139	0.0606796	0.998176	0.999533	1.00047	1.00182	4.216783
6910	-813.899	-792.7433	-21.15573	568999.7	7.471092	0.332561	0.196074	0.0418647	0.353901	0.00715922	0.252382	0.0536134	0.0170423	0.0223495	0.0547635	0.0627038	0.0121463	0.322495	0.395721	0.557434	0.0311485	0.061935	0.400437	0.0121856	0.682229	0.0266251	0.998315	0.999569	1.00043	1.00169	3.896771
6920	-812.7171	-795.2347	-17.48243	203386.9	5.793346	0.260325	0.0810917	0.180056	0.63299	0.00545002	0.088491	0.068583	0.0155792	0.0125119	0.0593146	0.0426093	0.0445249	0.435597	0.2883	0.416536	0.015497	0.062579	0.352897	0.00954757	0.446365	0.00837657	0.997183	0.999279	1.00072	1.00282	3.527224
6930	-820.11	-797.9224	-22.18763	553460.7	4.348149	0.502659	0.0551794	0.140716	0.805047	0.00445072	0.190816	0.153123	0.0230948	0.0311821	0.0625785	0.0182653	0.0735225	0.300547	0.403246	0.242809	0.011897	0.0712378	0.375731	0.00317911	0.99025	0.00271493	0.998292	0.999563	1.00044	1.00171	4.462247
6940	-817.2235	-797.7452	-19.4783	543550.8	5.336746	0.412576	0.0684071	0.201483	0.585088	0.0124386	0.0930423	0.153123	0.00810084	0.0131158	0.0805496	0.0140146	0.0689127	0.346903	0.419755	0.177553	0.0116835	0.114008	0.19008	0.0100543	0.901888	0.0142915	0.998276	0.999559	1.00044	1.00172	3.897066
6950	-815.1246	-794.5607	-20.56388	387026	5.481775	0.451327	0.0241204	0.189149	0.280438	0.00606367	0.219424	0.0785626	0.0219231	0.0253516	0.146615	0.022555	0.05132	0.363805	0.293455	0.454409	0.0231761	0.0428387	0.50487	0.0280464	0.831167	0.030805	0.997958	0.999477	1.00052	1.00204	4.089423
6960	-816.5252	-797.0466	-19.47859	448350.3	6.771943	0.407905	0.0465449	0.133351	0.630685	0.00363019	0.116304	0.0960791	0.0203288	0.0290729	0.0411102	0.0876877	0.0355556	0.233467	0.239983	0.581851	0.0282181	0.0345975	0.343901	0.037132	0.553905	0.0660772	0.998102	0.999514	1.00048	1.0019	3.767385
6970	-817.0163	-797.8982	-19.11815	213569.6	3.90171	0.565133	0.0247715	0.0958061	0.549342	0.00510758	0.31522	0.0559632	0.0195988	0.0290729	0.0692703	0.0536942	0.0166263	0.151245	0.223608	0.334761	0.0111255	0.0163322	0.133028	0.00541915	0.897668	0.0531237	0.997251	0.999296	1.0007	1.00275	3.625917
6980	-814.3624	-795.8391	-18.52337	742643.6	5.074681	0.482833	0.0199394	0.101303	0.466771	0.00313389	0.191416	0.0452848	0.0225677	0.016458	0.0913818	0.0470323	0.0361165	0.334995	0.294379	0.343679	0.0368372	0.0227117	0.0520039	0.00587647	1.03108	0.0663056	0.998525	0.999623	1.00038	1.00148	3.7121
6990	-813.2446	-794.071	-19.17367	663388.9	5.017935	0.586172	0.0257212	0.159916	0.38963	0.00403151	0.253518	0.0421341	0.0115764	0.0210683	0.068042	0.0436834	0.0557618	0.339317	0.344157	0.69314	0.0204445	0.0137702	0.0598237	0.00830176	0.654258	0.04441	0.99844	0.999601	1.0004	1.00156	3.838876
7000	-815.5926	-793.6513	-21.94128	388645.1	4.866954	0.549396	0.0232967	0.374956	0.889768	0.00385858	0.139888	0.0770647	0.0101582	0.00755928	0.0607956	0.10976	0.0748504	0.200414	0.340875	0.335721	0.0169096	0.0142681	0.167267	0.011667	0.945346	0.0471844	0.997962	0.999478	1.00052	1.00204	4.401004
7010	-818.9132	-794.2552	-24.65798	921337.5	4.790108	0.604547	0.0710135	0.625467	0.638447	0.0222636	0.222832	0.0498489	0.00826096	0.00465769	0.054256	0.111158	0.0421117	0.72442	0.339392	0.357872	0.0435627	0.0133629	0.316768	0.00481547	0.68164	0.0354943	0.998676	0.999661	1.00034	1.00132	4.972191
7020	-821.3554	-794.7765	-26.57887	884008.2	8.540129	0.463998	0.0762917	0.174771	0.380655	0.0636888	0.44429	0.0463406	0.0206926	0.0289572	0.101282	0.0821381	0.0717742	0.175048	0.340753	0.407713	0.0253063	0.0349193	0.659613	0.00295795	0.735931	0.010694	0.998648	0.999654	1.00034	1.00135	4.347815
7030	-809.2194	-789.3607	-19.85874	283087.8	5.045583	0.409568	0.142064	0.195258	0.390833	0.0604406	0.283782	0.0717904	0.0127532	0.00636663	0.0583666	0.0317033	0.0536763	0.411762	0.320285	0.45362	0.0317556	0.0691002	0.388291	0.0132072	0.557354	0.0134134	0.997612	0.999389	1.00061	1.00239	3.97539
7040	-812.9452	-792.5729	-20.37234	718554.5	4.801901	0.322673	0.120487	0.100728	0.299018	0.0222389	0.371141	0.0929996	0.0110136	0.00592536	0.0548361	0.0664605	0.0299811	0.323969	0.31011	0.37846	0.0599272	0.0687232	0.73639	0.0136386	0.625951	0.0630819	0.998501	0.999617	1.00038	1.0015	4.077754
7050	-816.6583	-794.3507	-22.30761	311870.5	6.772263	0.367234	0.103045	0.373339	0.328082	0.0200041	0.144957	0.0964489	0.0223248	0.013922	0.10353	0.034178	0.0230409	0.243492	0.176787	0.245619	0.0469727	0.0126079	1.29262	0.0132676	0.446239	0.0773708	0.997725	0.999418	1.00058	1.00228	4.18508
