Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
15890	-582.2748	-559.9831	-22.29174	677728.5	6.221292	0.375508	0.041041	0.0733272	0.00973152	0.0751462	0.0538296	0.0402132	0.037227	0.456079	1.02592	0.241949	0.0022463	0.00468791	0.0187129	0.273732	0.115055	0.147693	0.100014	0.172089	0.107802	0.0467645	0.0700869	0.0114454	0.390333	0.17188	0.453684	0.0645451	0.998456	0.999605	1.00039	1.00154	4.580749
15900	-590.9725	-567.7061	-23.26639	620874	4.441186	0.412943	0.00791398	0.205477	0.143682	0.158389	0.0656167	0.188266	0.0242272	0.25212	1.02917	0.259419	0.00192776	0.00663743	0.108867	0.268002	0.151664	0.080605	0.0881749	0.229043	0.0381866	0.0927685	0.109253	0.00922184	0.0746587	0.181483	0.374758	0.104828	0.998387	0.999588	1.00041	1.00161	4.667298
15910	-591.0076	-560.4797	-30.52787	279600.4	4.86604	0.512923	0.0149009	0.176304	0.116561	0.352891	0.208617	0.0328021	0.0224537	0.379961	1.75328	0.26279	0.00250133	0.00821204	0.109706	0.51029	0.1187	0.121299	0.154912	0.215378	0.0445461	0.0517064	0.265332	0.0285444	0.102622	0.169969	0.434669	0.0696602	0.997597	0.999385	1.00061	1.0024	6.24153
15920	-588.8213	-566.4386	-22.38264	553121.7	4.815714	0.326205	0.0110807	0.192373	0.147815	0.35458	0.163745	0.00720631	0.0218539	0.20267	0.871546	0.153709	0.0129965	0.0114321	0.0317976	0.339792	0.127881	0.170775	0.0749948	0.0857957	0.035746	0.0989289	0.167641	0.0565878	0.257829	0.063437	0.54849	0.0222652	0.998291	0.999563	1.00044	1.00171	4.559174
15930	-592.4439	-565.4769	-26.96703	730873.6	5.569748	0.247756	0.00942269	0.201259	0.111243	0.282853	0.137526	0.0356712	0.0432236	0.3556	1.18748	0.0985644	0.0217622	0.00967011	0.0260647	0.438406	0.100174	0.0816891	0.155169	0.098735	0.152878	0.0771234	0.252635	0.28634	0.301051	0.112286	0.570752	0.0477889	0.998514	0.99962	1.00038	1.00149	5.443123
15940	-581.6812	-559.0508	-22.63035	319404.5	4.01077	0.362108	0.020745	0.108149	0.0876411	0.214719	0.132916	0.0309131	0.0561345	0.375753	0.831808	0.198034	0.00685056	0.0286899	0.048437	0.261648	0.101045	0.0655231	0.0404419	0.0564248	0.0960098	0.0345622	0.23168	0.113665	0.0791319	0.165782	0.481321	0.114678	0.997752	0.999425	1.00057	1.00225	4.344813
15950	-587.1037	-562.5227	-24.58102	833305.7	5.445178	0.344159	0.00763324	0.111601	0.138782	0.10625	0.116951	0.0106266	0.0677482	0.22831	1.70712	0.20261	0.0198005	0.0573794	0.0392655	0.358751	0.117188	0.125701	0.0203266	0.102043	0.0882239	0.0304661	0.163514	0.0980237	0.0788295	0.185749	0.457907	0.0369137	0.998608	0.999644	1.00036	1.00139	5.021876
15960	-596.7516	-561.605	-35.14663	610723.5	2.681466	0.327903	0.0052641	0.134466	0.103095	0.194855	0.131552	0.017222	0.0455024	0.431415	2.90296	0.286479	0.0190119	0.0816744	0.0480702	0.650607	0.154978	0.246817	0.0541994	0.0266481	0.101548	0.0859841	0.0805203	0.0323585	0.0517603	0.0769986	0.839619	0.0800192	0.998374	0.999584	1.00041	1.00163	7.211526
15970	-596.4396	-567.317	-29.12263	403275.9	3.945739	0.5986	0.00736284	0.107156	0.105723	0.255769	0.222469	0.0201014	0.0596541	0.260133	1.72969	0.190035	0.0399198	0.0444472	0.0446502	0.417184	0.146224	0.43991	0.0612908	0.0224803	0.0794691	0.141361	0.114349	0.0268318	0.122478	0.0636806	0.550183	0.0820978	0.997999	0.999488	1.00051	1.002	5.953248
15980	-597.523	-566.1888	-31.33423	362355.3	3.116412	0.347274	0.0268162	0.159934	0.102375	0.174276	0.15536	0.0113265	0.107491	0.231683	1.38991	0.268107	0.0449091	0.0297143	0.15305	0.313395	0.173184	0.7565	0.179379	0.0375464	0.0401037	0.0805877	0.824432	0.0162254	0.0532538	0.0841291	0.407273	0.0878983	0.997889	0.99946	1.00054	1.00211	6.25613
15990	-593.3522	-568.4446	-24.90753	604244	4.219614	0.443076	0.0196447	0.0850045	0.0414471	0.408683	0.168707	0.00793954	0.0829229	0.482804	0.969555	0.195514	0.00297269	0.136773	0.0300725	0.194647	0.126189	0.470732	0.172486	0.049502	0.0383394	0.144955	0.320642	0.0202805	0.0946272	0.175093	0.0619653	0.0397644	0.998365	0.999582	1.00042	1.00164	4.984341
16000	-588.6759	-567.0655	-21.61041	324691.3	6.688203	0.424753	0.0640718	0.033939	0.105329	0.197367	0.101148	0.0203946	0.0356359	0.201797	0.985928	0.184742	0.00287772	0.0773586	0.0627591	0.363663	0.0516314	0.179145	0.223928	0.0467465	0.124646	0.224099	0.412566	0.0101619	0.0367909	0.0892107	0.104587	0.0719981	0.99777	0.999429	1.00057	1.00223	4.437274
16010	-587.9553	-567.3042	-20.65111	52772.31	4.512045	0.366289	0.0439763	0.0397389	0.0625622	0.113196	0.188209	0.0162318	0.100931	0.303791	0.719749	0.170011	0.00543288	0.0327047	0.0553943	0.253065	0.0494057	0.18808	0.0909397	0.0282996	0.175189	0.172507	0.610973	0.00884314	0.0143551	0.0300431	0.138435	0.127606	0.994472	0.998581	1.00141	1.00554	4.105959
16020	-592.8263	-563.511	-29.31526	42606.58	6.176369	0.484181	0.110338	0.134301	0.0165124	0.237001	0.0519183	0.0287604	0.0656046	0.270403	0.969159	0.254218	0.0395223	0.0341435	0.110059	0.424121	0.120971	0.0787822	0.138415	0.0232937	0.236304	0.246462	1.28469	0.0079608	0.00698389	0.0518501	0.108355	0.186688	0.993849	0.99842	1.00157	1.00616	5.721001
16030	-583.8778	-555.8747	-28.00308	83037.6	3.791154	0.473267	0.0978524	0.121564	0.00669868	0.430418	0.0202013	0.00926501	0.106378	0.378183	1.82465	0.305308	0.0431804	0.0716122	0.0509715	0.273481	0.053318	0.16898	0.0527849	0.0608274	0.0490724	0.103596	0.579877	0.0182542	0.0637108	0.0751237	0.0863772	0.0992629	0.995592	0.99887	1.00112	1.00441	5.624213
16040	-587.3367	-561.688	-25.64876	199055.1	7.853406	0.516642	0.0920093	0.104219	0.0568176	0.183415	0.00713546	0.0221666	0.0703859	0.466723	0.857403	0.203704	0.138039	0.0577989	0.0315247	0.318078	0.0695943	0.2769	0.0230196	0.0307662	0.0955265	0.29862	0.403404	0.151888	0.0704087	0.101241	0.10579	0.0623922	0.997152	0.999271	1.00073	1.00285	4.815613
16050	-596.5726	-568.6754	-27.89718	933181.6	4.97905	0.254707	0.127893	0.382458	0.0401265	0.0447679	0.026602	0.0492799	0.0387261	0.466015	1.6144	0.262573	0.0859437	0.0750482	0.0263775	0.304002	0.0890589	0.308103	0.0637633	0.0919795	0.103002	0.5225	0.241358	0.0640944	0.0854047	0.135785	0.112673	0.0748274	0.998684	0.999664	1.00034	1.00132	5.691473
16060	-588.2532	-563.0972	-25.15601	681821.6	5.387952	0.199971	0.0994248	0.247657	0.0490071	0.0224364	0.0224456	0.031758	0.03548	0.30744	1.22662	0.244409	0.131068	0.0609693	0.018871	0.413575	0.263606	0.122798	0.0437896	0.0827913	0.211267	0.638442	0.21741	0.117731	0.0963777	0.120024	0.0517322	0.0540114	0.998461	0.999606	1.00039	1.00154	5.131113
16070	-588.6547	-559.4341	-29.22057	590249.7	6.166361	0.351414	0.18029	0.0852103	0.0385036	0.0345475	0.0143794	0.0220386	0.0825633	0.33798	1.87713	0.139834	0.0570134	0.0229978	0.0449473	0.312582	0.171174	0.0634448	0.0802516	0.0418271	0.283153	0.749844	0.337606	0.0202745	0.0662061	0.18039	0.0576266	0.0549218	0.998346	0.999577	1.00042	1.00165	5.708155
16080	-595.0455	-565.5053	-29.54023	538582.4	4.032382	0.293786	0.0755571	0.101318	0.0518435	0.0762333	0.0123798	0.0277798	0.0655217	0.608098	1.5807	0.385792	0.058756	0.00802526	0.0317088	0.198966	0.191102	0.056007	0.102555	0.0413122	0.299871	1.16926	0.442026	0.00785507	0.0183235	0.057994	0.0107772	0.096491	0.998269	0.999557	1.00044	1.00173	6.070035
16090	-593.7135	-566.7935	-26.91996	471056.8	4.636272	0.574906	0.0883216	0.230534	0.0162312	0.119033	0.00981887	0.0248099	0.0712372	0.154342	1.71586	0.288233	0.026051	0.00950452	0.0486294	0.207681	0.239958	0.103652	0.118416	0.0500009	0.307681	0.686544	0.127067	0.0402931	0.00551854	0.076073	0.0274495	0.133037	0.998149	0.999526	1.00047	1.00185	5.500885
16100	-584.9545	-559.695	-25.25953	708442.7	5.776028	0.350359	0.0674805	0.175653	0.011607	0.313777	0.00399746	0.0167035	0.0574185	0.469443	1.46867	0.123042	0.0220353	0.0233549	0.0573197	0.347641	0.203071	0.0320808	0.0557759	0.12486	0.402569	0.411241	0.150911	0.025113	0.0227085	0.0460832	0.079476	0.0535774	0.99849	0.999614	1.00039	1.00151	5.115967
16110	-600.0854	-570.4228	-29.66259	793585.2	5.023898	0.426528	0.0603992	0.344246	0.0279404	0.280336	0.0105359	0.0135772	0.0956198	0.256897	1.71994	0.224003	0.0208489	0.0357084	0.13725	0.330445	0.189305	0.0967511	0.0964659	0.138714	0.389113	0.814462	0.0517318	0.020175	0.00420835	0.0239409	0.210267	0.0190589	0.998573	0.999635	1.00036	1.00143	6.038473
16120	-594.3723	-565.4685	-28.90382	644553.2	4.843092	0.464298	0.0736123	0.231756	0.0465157	0.165228	0.0136559	0.018756	0.106141	0.252954	1.70664	0.373748	0.0121514	0.0496463	0.0915347	0.481654	0.323419	0.0790575	0.129578	0.103011	0.319481	0.642356	0.0364233	0.00804545	0.00298558	0.011871	0.152269	0.0135765	0.998417	0.999595	1.0004	1.00158	5.910365
16130	-588.0024	-563.1783	-24.82411	866214	5.686333	0.434659	0.116604	0.202886	0.0942091	0.309651	0.0267245	0.0135276	0.127524	0.22093	1.29744	0.290715	0.0112745	0.00709784	0.0292251	0.293794	0.297629	0.0742682	0.0563306	0.0827692	0.229516	0.527354	0.120919	0.0670576	0.00413651	0.048319	0.0571177	0.00725116	0.998635	0.999651	1.00035	1.00137	5.048934
16140	-589.1192	-563.7985	-25.3207	824858.9	6.352324	0.520373	0.0670758	0.193083	0.132573	0.235446	0.0352749	0.0232998	0.107464	0.496394	1.47143	0.165577	0.0116444	0.00656121	0.0451931	0.337991	0.121438	0.0920694	0.0260934	0.0628558	0.128967	0.349368	0.0974774	0.113533	0.0102618	0.0663728	0.119872	0.00986311	0.998601	0.999642	1.00036	1.0014	5.047553
16150	-586.7914	-561.4265	-25.36484	862074	5.043862	0.328165	0.105665	0.245747	0.121773	0.140455	0.031998	0.0695114	0.100671	0.287351	1.63137	0.248786	0.0262328	0.0111223	0.0285833	0.384499	0.0455453	0.0323067	0.042124	0.11205	0.031245	0.68813	0.217189	0.0727868	0.0514936	0.0604065	0.0475863	0.0201401	0.998631	0.99965	1.00035	1.00137	5.182936
16160	-587.7933	-564.1002	-23.69308	124781.7	4.195802	0.375937	0.0941537	0.294366	0.107315	0.113273	0.0364305	0.0712804	0.0272915	0.20767	1.61535	0.147622	0.0135415	0.0324808	0.0279877	0.264201	0.0253162	0.0725597	0.0631943	0.0977995	0.0131582	0.498692	0.133183	0.0315392	0.108867	0.104362	0.0975195	0.0128074	0.996404	0.999079	1.00092	1.0036	4.687902
16170	-587.7674	-563.94	-23.82744	98716.13	4.792971	0.271939	0.0498498	0.144597	0.144529	0.105629	0.0848348	0.0848038	0.0854029	0.265519	1.38082	0.187836	0.0178605	0.102513	0.047223	0.392731	0.102239	0.181603	0.0692455	0.185476	0.0076911	0.445097	0.0524021	0.0629329	0.127961	0.0437616	0.189958	0.0220756	0.995957	0.998964	1.00103	1.00405	4.85653
16180	-589.9491	-565.5085	-24.44058	409262.9	5.63083	0.345548	0.0514801	0.17395	0.116827	0.19832	0.105632	0.0521966	0.0583135	0.229188	1.20655	0.238966	0.0170665	0.0999806	0.0865132	0.252258	0.0944943	0.236457	0.0801069	0.145963	0.00378077	0.56692	0.171128	0.0720582	0.131396	0.0561014	0.156449	0.0378875	0.998014	0.999492	1.00051	1.00199	4.985527
16190	-591.7811	-569.6382	-22.14285	705113.7	5.298606	0.560606	0.0297547	0.208719	0.0426191	0.118476	0.0900256	0.0343484	0.12105	0.169558	0.872764	0.254606	0.0176299	0.126586	0.0692866	0.191665	0.285006	0.228899	0.0979197	0.159184	0.00487283	0.262551	0.0363893	0.0240167	0.135866	0.0955385	0.199986	0.129203	0.998487	0.999613	1.00039	1.00151	4.567129
16200	-594.7465	-573.6543	-21.09213	924326	6.126661	0.355517	0.0642697	0.116399	0.0439421	0.161672	0.0328184	0.0384514	0.0541974	0.23123	0.732929	0.192871	0.0448537	0.10669	0.121597	0.228168	0.193233	0.26799	0.0877655	0.159623	0.00485308	0.43075	0.0945817	0.00699386	0.0761091	0.187481	0.254097	0.10216	0.998678	0.999662	1.00034	1.00132	4.391242
16210	-589.2416	-562.3749	-26.86673	985931.1	6.235365	0.637767	0.0796285	0.119392	0.0551788	0.191627	0.0517616	0.0137207	0.0801649	0.408601	0.845272	0.252572	0.0128578	0.123287	0.0547957	0.367102	0.198863	0.169849	0.243752	0.0253484	0.0041418	0.423744	0.0374321	0.0359247	0.0177786	0.232579	0.432044	0.198276	0.99872	0.999673	1.00033	1.00128	5.313459
16220	-589.4735	-565.641	-23.83247	706140.8	5.678283	0.266637	0.102767	0.109107	0.0728177	0.368053	0.149537	0.0642958	0.0872775	0.539897	0.840987	0.189187	0.0600518	0.0969607	0.0587252	0.286166	0.081614	0.051355	0.0959472	0.0389272	0.0186772	0.503295	0.0419274	0.0162851	0.0824522	0.158893	0.439517	0.0536442	0.998488	0.999613	1.00039	1.00151	4.875001
16230	-584.3907	-561.2206	-23.1701	597462.9	4.502946	0.409388	0.0300553	0.149638	0.0411189	0.171116	0.149388	0.0478449	0.0767786	0.358449	0.880923	0.24116	0.052617	0.0543952	0.0603549	0.396595	0.0573491	0.0346913	0.145637	0.0300807	0.0317068	0.591167	0.0222395	0.0328911	0.147313	0.186	0.209295	0.0537709	0.998356	0.999579	1.00042	1.00164	4.661964
16240	-596.1893	-568.6468	-27.54253	546664	5.064847	0.527279	0.12029	0.164145	0.0931976	0.163394	0.101791	0.064479	0.0889782	0.408135	1.33368	0.0630061	0.117568	0.101082	0.116903	0.156407	0.0709951	0.0159121	0.0240568	0.0361619	0.0252909	0.918513	0.109856	0.0305059	0.060963	0.394309	0.190874	0.114951	0.998281	0.99956	1.00044	1.00172	5.612727
16250	-592.1043	-566.3178	-25.78648	438160.1	4.665653	0.540984	0.0709905	0.118464	0.0485889	0.15819	0.0824241	0.0849825	0.0732203	0.495839	1.00659	0.180993	0.154765	0.121209	0.0297476	0.304945	0.0982843	0.0193362	0.0397336	0.121573	0.0107277	0.736776	0.131282	0.0421717	0.0227575	0.230362	0.16938	0.16428	0.99808	0.999509	1.00049	1.00192	5.258601
16260	-591.0608	-566.6273	-24.43348	965740.2	5.112254	0.502285	0.0839291	0.108914	0.154867	0.220516	0.0776916	0.0287869	0.0621269	0.529882	1.05871	0.309938	0.0539187	0.175766	0.0169985	0.322918	0.0896694	0.00783804	0.0353875	0.112325	0.0215894	0.450634	0.0488609	0.0397789	0.00915654	0.1856	0.089961	0.201826	0.998707	0.999669	1.00033	1.00129	4.999873
16270	-591.3681	-563.2125	-28.15554	231533.7	8.682393	0.250693	0.0927105	0.15254	0.0561959	0.317439	0.0470863	0.016497	0.0739008	0.435509	1.06065	0.161216	0.0530864	0.11373	0.0391103	0.206911	0.0709047	0.00713272	0.0164437	0.183726	0.069741	0.821265	0.0161248	0.0618611	0.0278443	0.339056	0.0745933	0.171539	0.99736	0.999324	1.00067	1.00264	4.937508
16280	-590.948	-562.2418	-28.70621	200978.1	3.21228	0.370964	0.0471142	0.186155	0.05986	0.165388	0.148243	0.0821073	0.0606164	0.230907	1.4171	0.106136	0.0691763	0.0707887	0.0541225	0.526636	0.036438	0.018899	0.00899422	0.204432	0.116466	0.840176	0.0664368	0.108199	0.0526457	0.294681	0.0591586	0.098157	0.997166	0.999274	1.00072	1.00284	5.5
16290	-584.1909	-562.475	-21.7159	213268.9	6.440375	0.314886	0.0611167	0.0869775	0.0780544	0.197633	0.0775851	0.0169642	0.0337044	0.299931	0.945604	0.124738	0.102191	0.0275455	0.0701389	0.326276	0.153215	0.0140144	0.0124376	0.060511	0.134146	0.487171	0.158077	0.122538	0.0647844	0.358368	0.0727383	0.0724556	0.997249	0.999296	1.0007	1.00275	4.473803
16300	-588.4489	-563.8724	-24.57644	73435.65	4.461849	0.134699	0.103717	0.0791031	0.015685	0.318424	0.0598108	0.0141348	0.0944434	0.305478	1.25721	0.266105	0.0832487	0.0351474	0.0292315	0.180885	0.329667	0.0127977	0.0368168	0.061578	0.247034	0.741798	0.0921114	0.0524525	0.175879	0.0527606	0.154962	0.0312725	0.995313	0.998798	1.00119	1.00469	4.966457
16310	-597.8966	-573.7667	-24.12996	153548.3	5.874349	0.13287	0.0396136	0.120534	0.0166136	0.127141	0.260023	0.0375966	0.00875464	0.702512	0.994673	0.164227	0.138126	0.0891066	0.0681722	0.225638	0.306917	0.0241858	0.0525025	0.10046	0.194915	0.634715	0.122288	0.0527373	0.124681	0.0293206	0.117918	0.0260409	0.996758	0.99917	1.00083	1.00325	4.912283
16320	-597.1953	-576.0674	-21.12786	455028.7	6.840026	0.399735	0.116095	0.174387	0.0640014	0.186598	0.102448	0.0209322	0.0284258	0.194927	0.822761	0.0601761	0.0764665	0.0841295	0.133399	0.312093	0.275583	0.020716	0.0506605	0.0737521	0.293877	0.215115	0.146865	0.0930262	0.197591	0.0257126	0.148724	0.0342032	0.998116	0.999518	1.00048	1.00188	4.352399
16330	-596.7797	-568.0826	-28.69711	730729.4	3.725936	0.648818	0.0906693	0.135091	0.0230388	0.116516	0.131046	0.0158496	0.0156361	0.25863	1.0173	0.0946363	0.139737	0.0862496	0.125109	0.399775	1.22171	0.0305801	0.105089	0.035225	0.11415	0.159725	0.154911	0.199775	0.119168	0.0637883	0.235435	0.0490264	0.998513	0.99962	1.00038	1.00149	5.786685
16340	-586.5808	-565.2754	-21.3054	314312.3	6.240765	0.489375	0.156338	0.0417183	0.019825	0.224098	0.050473	0.00341313	0.0254438	0.528843	0.890806	0.134705	0.116294	0.0961641	0.0820938	0.2426	0.262693	0.038838	0.0399813	0.0181834	0.0208594	0.140086	0.397263	0.101536	0.0587829	0.0430022	0.130301	0.067587	0.997734	0.99942	1.00058	1.00227	4.421304
16350	-585.2516	-560.2249	-25.02676	331117.6	6.466248	0.332958	0.219806	0.0958306	0.00789478	0.172464	0.0509854	0.00491271	0.0709971	0.665643	1.35628	0.173057	0.037735	0.125235	0.0656397	0.311058	0.433222	0.120107	0.0311022	0.0205679	0.0328627	0.0941789	0.192346	0.110233	0.090184	0.0796989	0.0477443	0.0411177	0.997792	0.999435	1.00056	1.00221	4.983865
16360	-587.9995	-562.8332	-25.16634	279681.9	4.370537	0.297225	0.0953535	0.124937	0.00790199	0.193978	0.0818675	0.0280942	0.0858888	0.363158	1.09052	0.235602	0.034445	0.152991	0.0573951	0.262504	0.712325	0.0781094	0.0389307	0.0888644	0.0798386	0.210059	0.243173	0.206625	0.0609406	0.0194667	0.170555	0.0608774	0.997597	0.999385	1.00061	1.0024	5.081631
16370	-590.9524	-562.8946	-28.0578	165010.2	4.846182	0.326581	0.101926	0.173325	0.0187009	0.157535	0.0582895	0.0329901	0.0958743	0.285338	1.8976	0.381984	0.0364995	0.143096	0.0348677	0.165025	0.53752	0.0309605	0.0573705	0.147413	0.159455	0.192453	0.239876	0.215098	0.0550183	0.0737522	0.0944787	0.0224223	0.996873	0.999199	1.0008	1.00313	5.735449
16380	-585.623	-560.5507	-25.07229	790052.9	5.687805	0.500996	0.0845585	0.0903247	0.0638567	0.218298	0.12382	0.0120051	0.0276935	0.283034	1.45648	0.239167	0.0342207	0.114632	0.0506541	0.210224	0.475493	0.029102	0.0336093	0.112248	0.104583	0.173553	0.362013	0.114816	0.0828763	0.0292281	0.0560127	0.00894336	0.99857	0.999634	1.00036	1.00143	5.092438
16390	-592.8953	-569.7996	-23.09567	301859.8	5.198299	0.372587	0.260873	0.124427	0.0429477	0.310302	0.0596561	0.023776	0.0553128	0.290787	0.920312	0.213317	0.0377124	0.131028	0.0295594	0.138647	0.267216	0.0182909	0.060828	0.0924157	0.134515	0.134544	0.58873	0.0907668	0.0930907	0.119145	0.125219	0.00713755	0.997687	0.999408	1.00059	1.00231	4.743141
16400	-587.117	-561.8543	-25.26269	787828.7	4.73639	0.474303	0.0599131	0.136561	0.0720424	0.302843	0.0383303	0.0731847	0.116351	0.497648	1.06478	0.290564	0.0165632	0.0504855	0.0559843	0.250922	0.180308	0.0369682	0.0872753	0.0257189	0.0600138	0.143797	0.31219	0.127549	0.3303	0.126541	0.210124	0.0110052	0.998568	0.999634	1.00037	1.00143	5.152267
16410	-589.9984	-569.8616	-20.13677	677444.6	6.373046	0.323735	0.0472436	0.13486	0.104947	0.159377	0.052962	0.069939	0.10437	0.2532	1.01729	0.15758	0.0369067	0.0255978	0.0889725	0.204571	0.148095	0.0233809	0.131398	0.0185245	0.127016	0.111142	0.172053	0.232224	0.32326	0.0466224	0.082666	0.032937	0.998456	0.999605	1.00039	1.00154	4.230875
16420	-590.804	-566.459	-24.34506	607741	7.697901	0.395808	0.00955437	0.183232	0.082126	0.177486	0.0128962	0.058474	0.0448709	0.43562	0.997229	0.0849724	0.0235055	0.0454609	0.0482175	0.167339	0.140717	0.0840228	0.1949	0.0341535	0.0406622	0.121487	0.257051	0.0820445	0.763127	0.0168191	0.146492	0.0291593	0.99837	0.999583	1.00042	1.00163	4.677427
16430	-591.8924	-565.5951	-26.29727	594282.9	5.996621	0.558176	0.0335958	0.263718	0.180007	0.19848	0.00904435	0.0586642	0.0210956	0.271827	1.21422	0.107131	0.0740672	0.102337	0.0529293	0.413479	0.176662	0.0504302	0.215107	0.0329821	0.10394	0.100578	0.323342	0.0387461	0.504452	0.0143152	0.121314	0.0215796	0.998352	0.999578	1.00042	1.00165	5.262221
16440	-592.6129	-568.1689	-24.44395	618440.5	4.635079	0.633765	0.0287779	0.0927155	0.231677	0.26724	0.00414471	0.134346	0.0433409	0.243372	1.07043	0.155846	0.075763	0.015857	0.0779752	0.467107	0.140621	0.0587767	0.0724263	0.0461536	0.0597599	0.075533	0.252521	0.0406728	0.383045	0.0290858	0.195581	0.0701355	0.998384	0.999587	1.00041	1.00162	4.966663
16450	-595.6553	-567.8112	-27.84408	812268.3	5.535225	0.489919	0.0333378	0.116043	0.256802	0.235883	0.00773694	0.0461515	0.079286	0.40595	1.82516	0.189607	0.0514615	0.023568	0.0412705	0.385182	0.193929	0.0806528	0.0894606	0.0915373	0.0624779	0.115158	0.13512	0.06575	0.362415	0.0492932	0.0961755	0.0771173	0.99859	0.999639	1.00036	1.00141	5.606441
16460	-592.5193	-569.1371	-23.3822	737056.3	4.752426	0.418481	0.00671954	0.148597	0.176266	0.127495	0.00846776	0.0346524	0.0337286	0.437888	0.926976	0.199215	0.0572998	0.0143777	0.107486	0.216085	0.344751	0.129627	0.103656	0.0567951	0.11098	0.0545962	0.122798	0.0115833	0.51648	0.148375	0.165447	0.078898	0.99852	0.999621	1.00038	1.00148	4.75772
16470	-586.3143	-562.6465	-23.6678	665030.3	6.705044	0.367709	0.0124434	0.106889	0.174984	0.145042	0.0092847	0.0977444	0.0287261	0.28693	1.21819	0.167627	0.0145182	0.0122506	0.0363388	0.33922	0.11735	0.111325	0.0585106	0.0185056	0.104817	0.032825	0.202932	0.00793676	0.572844	0.15786	0.22304	0.116755	0.998442	0.999601	1.0004	1.00156	4.742596
16480	-588.6268	-558.8054	-29.8214	379992.9	4.434419	0.387018	0.032165	0.156666	0.0508435	0.242938	0.00201048	0.0323269	0.0322521	0.291301	2.38054	0.139697	0.0101772	0.00575523	0.0306329	0.306231	0.216918	0.161587	0.0622136	0.0275681	0.219821	0.0421263	0.225103	0.0503745	0.583187	0.217913	0.162829	0.0734615	0.997939	0.999473	1.00053	1.00206	6.143651
16490	-583.8838	-559.3195	-24.56428	451044.5	5.873292	0.503256	0.0411696	0.124016	0.0366386	0.178549	0.00144399	0.0230512	0.00728653	0.305035	1.21621	0.185459	0.0437362	0.0101381	0.038856	0.321036	0.172931	0.151838	0.00996129	0.0735619	0.235051	0.104727	0.187275	0.0308023	0.710498	0.113569	0.0939684	0.0662559	0.998108	0.999516	1.00048	1.00189	4.986323
16500	-593.0563	-563.8492	-29.20714	700136.1	3.656234	0.837829	0.0628723	0.0680184	0.100318	0.288284	0.00171856	0.011567	0.0194276	0.428942	1.41254	0.18768	0.0131893	0.0558772	0.0338453	0.138957	0.286286	0.295881	0.00874329	0.0906535	0.190333	0.044093	0.236665	0.203307	0.561878	0.031733	0.17754	0.112679	0.998481	0.999612	1.00039	1.00152	5.900855
