Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
300	-564.5325	-532.9163	-31.61619	548216	7.502213	0.0199269	0.0506807	0.130164	0.168139	0.0540965	0.293138	0.0147799	0.156449	0.0127001	0.204352	0.0586166	0.0441828	0.0540439	0.115809	0.124562	0.055775	0.120396	0.0440994	0.312475	0.0683539	0.0566875	0.0588589	0.202656	0.149422	0.0216267	0.0485783	0.0533594	0.017765	0.0332206	0.0895456	0.108696	0.10055	0.0707758	0.167207	0.12358	0.022757	0.544443	0.0224706	0.114664	0.13781	0.15832	0.273096	0.0574183	0.0297525	0.184745	0.108069	0.226442	0.123946	0.0694081	0.202736	0.012833	0.0733617	0.0209366	0.143705	0.236857	0.0407287	0.115011	0.0184295	0.125892	0.998284	0.999561	1.00044	1.00172	6.469098
310	-551.3427	-524.8279	-26.51477	208893.4	9.174163	0.00457307	0.033578	0.089206	0.0976401	0.0479765	0.190908	0.00251619	0.292264	0.0155331	0.125979	0.0957538	0.018456	0.0455127	0.088488	0.139014	0.0279242	0.0556584	0.176272	0.309658	0.0956993	0.0641063	0.138228	0.23709	0.185445	0.0157131	0.120811	0.0584218	0.0164015	0.0390631	0.0740713	0.0927141	0.213331	0.103966	0.136463	0.164607	0.0256993	0.31732	0.0353144	0.129067	0.120183	0.090004	0.0922517	0.0492131	0.0536576	0.0553015	0.179298	0.511016	0.0544424	0.0148596	0.094024	0.0641153	0.0968349	0.0497728	0.030573	0.143146	0.0239998	0.0272355	0.00526285	0.115884	0.99722	0.999288	1.00071	1.00278	5.991515
320	-557.6524	-527.7782	-29.87417	101371	7.983198	0.00296212	0.0617005	0.244184	0.0635304	0.0264564	0.186064	0.0182006	0.27583	0.00627797	0.0681876	0.0696804	0.0744266	0.0610374	0.0685016	0.276252	0.0919795	0.0596579	0.217985	0.373097	0.177257	0.0241157	0.0916351	0.277684	0.18959	0.0301363	0.0445048	0.0299469	0.0206552	0.0399345	0.0556002	0.0605772	0.248639	0.230044	0.164314	0.0678708	0.0357065	0.430958	0.0285906	0.0933265	0.0355427	0.131618	0.135237	0.0655047	0.0294422	0.12055	0.133846	0.464747	0.0458456	0.0119592	0.0484855	0.0512007	0.0394751	0.0221874	0.038142	0.0867784	0.043542	0.0400753	0.00226285	0.174795	0.996011	0.998977	1.00102	1.004	6.308331
330	-553.6623	-522.0641	-31.59828	384622.5	8.36511	0.00214906	0.0466317	0.123961	0.136783	0.0252509	0.149496	0.0552899	0.0887878	0.00852056	0.0924497	0.143358	0.0648166	0.0383851	0.14276	0.410953	0.111025	0.12906	0.11013	0.328044	0.155965	0.01547	0.0702938	0.417649	0.195458	0.0048757	0.0649126	0.00844701	0.0346627	0.0617626	0.0780447	0.0721379	0.0916877	0.326372	0.138082	0.0374617	0.0600367	0.333534	0.0411006	0.0668325	0.108352	0.258619	0.130548	0.0709969	0.0164734	0.0266348	0.101699	0.601205	0.028772	0.0441248	0.0496006	0.142469	0.0673622	0.0304463	0.064097	0.0656442	0.0387296	0.064935	0.00205841	0.151487	0.997951	0.999476	1.00052	1.00205	6.546892
340	-561.2783	-533.9182	-27.3601	629399.5	13.10482	0.00959455	0.0390114	0.247376	0.191405	0.0204921	0.0720898	0.0920032	0.0474471	0.0886274	0.111264	0.0263383	0.0665256	0.0652233	0.148894	0.144786	0.0987212	0.183259	0.10709	0.219229	0.116549	0.0099594	0.0307011	0.29783	0.177698	0.0041582	0.0583223	0.0177928	0.0250839	0.0847592	0.0318248	0.0713827	0.100184	0.111936	0.129197	0.0409233	0.0586522	0.235737	0.0989784	0.116471	0.0500924	0.202961	0.166677	0.0994349	0.0783906	0.0913024	0.0688084	0.279065	0.0135877	0.0465899	0.0344277	0.114001	0.325901	0.0110412	0.0969991	0.06985	0.0771694	0.0168728	0.000171842	0.1635	0.998398	0.99959	1.00041	1.0016	5.804359
350	-558.7269	-533.7862	-24.94066	693117.9	9.920499	0.0167451	0.0425627	0.11143	0.0361755	0.0213222	0.0492779	0.0405703	0.296536	0.0539297	0.0649739	0.0268676	0.064033	0.0487754	0.0902131	0.267602	0.0456563	0.142065	0.125213	0.190003	0.0497271	0.0165547	0.0716964	0.363354	0.0894858	0.0197861	0.0952751	0.0163112	0.0261238	0.102013	0.0617649	0.0168074	0.0448103	0.0671708	0.0609871	0.0593877	0.0802941	0.526977	0.171154	0.0804165	0.207874	0.345697	0.102094	0.0896545	0.104848	0.0832697	0.0480103	0.139254	0.0244197	0.0943593	0.0443913	0.0891499	0.253812	0.00698336	0.0618352	0.0607976	0.103683	0.020162	0.000211133	0.197641	0.998474	0.99961	1.00039	1.00153	5.832194
360	-563.3535	-538.2816	-25.07188	850866.3	9.941519	0.0645473	0.215309	0.101855	0.0193052	0.0109821	0.0742979	0.00856581	0.133196	0.10502	0.0843767	0.0594733	0.0533664	0.098297	0.0210682	0.318002	0.0606183	0.124395	0.117657	0.190003	0.0836425	0.0350058	0.0378718	0.126677	0.122042	0.0175325	0.0442091	0.0099552	0.0990063	0.137522	0.101257	0.0418102	0.0245677	0.0695158	0.0362293	0.0253499	0.0417836	0.608733	0.140888	0.0960355	0.180773	0.17838	0.165348	0.0575654	0.128139	0.10106	0.0626496	0.049651	0.0114984	0.128949	0.060803	0.0314053	0.163975	0.00781274	0.119714	0.271537	0.0723436	0.0263771	0.000135176	0.267114	0.998622	0.999648	1.00035	1.00138	5.8452
370	-558.6195	-528.5511	-30.06836	667753	10.82574	0.0910366	0.151088	0.120559	0.0747608	0.0432923	0.158091	0.0234504	0.126308	0.0610219	0.166033	0.139953	0.0193807	0.0415537	0.00907004	0.192146	0.147577	0.195821	0.155914	0.576856	0.114111	0.0636776	0.0650383	0.161243	0.243512	0.0161663	0.0528432	0.00823547	0.199241	0.134892	0.0947535	0.0163348	0.0573863	0.0236107	0.0807233	0.0386798	0.0344142	0.454654	0.251969	0.0559942	0.0768859	0.138715	0.0588998	0.0688178	0.111744	0.179172	0.085085	0.0365145	0.0208993	0.0550419	0.0301657	0.0411118	0.0766776	0.0251749	0.0870322	0.0906824	0.0340149	0.0132768	0.000231617	0.38582	0.998445	0.999602	1.0004	1.00156	6.277354
380	-572.805	-534.8532	-37.95182	285049	8.041686	0.0919696	0.0884816	0.0748361	0.111918	0.0807023	0.0782005	0.0055333	0.0719553	0.0502436	0.247112	0.0581221	0.00617546	0.0654964	0.0153613	0.264974	0.308835	0.0953767	0.11214	0.935281	0.112604	0.0838656	0.0510954	0.233243	0.204696	0.0581523	0.0943171	0.0113049	0.0684935	0.129394	0.0674923	0.0994601	0.225246	0.0171142	0.0684674	0.0464518	0.136798	0.376001	0.131797	0.109071	0.103221	0.44289	0.0302316	0.0376193	0.0575841	0.305482	0.0362838	0.0451624	0.0964452	0.0475487	0.0477636	0.214601	0.163621	0.0753598	0.101307	0.063405	0.109901	0.0290219	0.000150616	0.223645	0.99762	0.999391	1.00061	1.00238	7.319023
390	-572.4474	-535.0849	-37.36244	956798.1	10.51589	0.0752724	0.0887304	0.121996	0.0585487	0.0567642	0.06529	0.00456909	0.120137	0.0437953	0.0969531	0.0857918	0.0118145	0.0500392	0.0455588	0.376097	0.305088	0.118833	0.126562	0.552879	0.230155	0.0546104	0.120928	0.203266	0.526434	0.0370187	0.0440691	0.0388613	0.314104	0.0951008	0.107371	0.0796012	0.140966	0.0581465	0.0365982	0.077116	0.183231	0.220844	0.0441961	0.0882153	0.0664666	0.380206	0.051273	0.064491	0.133479	0.36768	0.00936482	0.0130366	0.0225377	0.051812	0.0918227	0.013829	0.0950191	0.0279089	0.243214	0.036176	0.0414683	0.0233469	0.000255711	0.15997	0.998701	0.999668	1.00033	1.0013	6.998908
400	-552.8962	-522.2478	-30.64841	512398.3	7.374457	0.141411	0.0907146	0.0871371	0.0696539	0.0448153	0.218548	0.021952	0.124873	0.0131487	0.0869096	0.0570491	0.00885215	0.0232878	0.0765505	0.19053	0.207041	0.229725	0.0364112	0.495745	0.0748701	0.0551381	0.0526965	0.375052	0.2559	0.0731124	0.123055	0.0210861	0.269642	0.089518	0.0799561	0.0533677	0.103696	0.156945	0.0610936	0.0603544	0.19885	0.108688	0.0131045	0.0851087	0.0517605	0.352119	0.0293567	0.046332	0.185138	0.0774813	0.012464	0.017005	0.0246545	0.110463	0.332838	0.00924309	0.101256	0.0177855	0.0903654	0.0456189	0.0713274	0.059506	0.000125055	0.145555	0.998225	0.999546	1.00045	1.00178	6.315983
410	-556.1101	-531.1549	-24.95519	161711.9	9.396121	0.0890454	0.0470598	0.139617	0.100114	0.035092	0.25346	0.0122891	0.170817	0.0249926	0.012687	0.0310471	0.0188606	0.0314294	0.0519471	0.099155	0.31591	0.150114	0.0429027	0.317465	0.0475404	0.0273188	0.0242607	0.272252	0.476106	0.0538677	0.0532872	0.010677	0.206592	0.0475711	0.094772	0.112993	0.0573131	0.111678	0.0310666	0.164857	0.131077	0.0396044	0.0141325	0.185059	0.115951	0.319598	0.0373523	0.0799392	0.024242	0.0475132	0.0146964	0.023948	0.076787	0.0192723	0.162821	0.0545761	0.14015	0.011603	0.0812884	0.102164	0.130504	0.0364434	0.000199499	0.244306	0.996841	0.999191	1.00081	1.00316	5.829385
420	-559.0206	-533.3103	-25.7103	118669	9.920691	0.0285675	0.226798	0.139617	0.0750294	0.0624986	0.146262	0.0258553	0.226307	0.082831	0.101199	0.0240216	0.0242622	0.0201799	0.0814469	0.0554004	0.252469	0.0577808	0.0212453	0.42854	0.0208099	0.0288554	0.0317296	0.201658	0.309599	0.0307506	0.0569208	0.00773814	0.230468	0.0472028	0.288883	0.0462	0.0486876	0.156797	0.0128702	0.108378	0.0922002	0.0605643	0.00642098	0.10294	0.0829603	0.572642	0.0390555	0.094714	0.0716968	0.0767595	0.0173958	0.0174496	0.0715695	0.0255599	0.114537	0.0212085	0.0688789	0.0346376	0.0672746	0.145704	0.0555349	0.108296	0.000597815	0.253315	0.996313	0.999055	1.00094	1.00369	5.909771
430	-587.9725	-546.1925	-41.78001	885905.5	8.331766	0.216569	0.1622	0.205615	0.258479	0.078471	0.114688	0.0310869	0.142857	0.168255	0.153295	0.0244349	0.0963752	0.0323725	0.0784787	0.17782	0.251205	0.183238	0.0408556	0.519226	0.0110324	0.0177093	0.0422513	0.406978	0.258597	0.110509	0.0204508	0.0226827	0.225031	0.0704549	0.0422998	0.0118241	0.0430174	0.416855	0.0173445	0.160422	0.0894017	0.0322953	0.00507423	0.223565	0.139181	0.895835	0.0231792	0.109766	0.0396675	0.0824578	0.100321	0.109352	0.0427971	0.0903773	0.14569	0.0778025	0.0369286	0.114241	0.056276	0.0852326	0.1171	0.0462843	0.00323452	0.288608	0.99865	0.999655	1.00034	1.00135	7.767648
440	-573.1703	-540.2612	-32.90905	919829.9	6.908764	0.0756139	0.0612741	0.21143	0.287496	0.0450664	0.156734	0.0482727	0.053762	0.0697486	0.13681	0.0962994	0.034347	0.0283703	0.07943	0.316322	0.29241	0.195096	0.0383657	0.375806	0.00635808	0.0103551	0.0109683	0.306602	0.21265	0.112471	0.0119663	0.0670679	0.292164	0.0388987	0.028428	0.00644641	0.11383	0.0897373	0.0184732	0.035525	0.0712518	0.0175715	0.00806238	0.121655	0.191119	0.75207	0.0304067	0.157627	0.0189021	0.130646	0.0403066	0.0417892	0.0388122	0.0460039	0.0297961	0.0393836	0.0504446	0.0626433	0.128675	0.0618526	0.0394106	0.0528803	0.00374281	0.425698	0.998675	0.999661	1.00034	1.00133	6.525345
450	-582.1013	-551.0189	-31.08242	544165.3	8.012706	0.0455164	0.176853	0.198394	0.123302	0.0789533	0.392634	0.0780108	0.103075	0.0896099	0.2146	0.0585979	0.0117241	0.0403082	0.187784	0.152825	0.19914	0.203542	0.0158517	0.409035	0.0127961	0.0698219	0.0207265	0.246439	0.0868909	0.236781	0.0500579	0.0343118	0.13335	0.0878425	0.0171332	0.00567628	0.156091	0.126687	0.0270024	0.0426268	0.137548	0.0137107	0.00646292	0.120998	0.198722	0.548949	0.0151659	0.142703	0.0205546	0.0568657	0.0888546	0.0521134	0.0108042	0.0537144	0.015762	0.0115236	0.0576657	0.106496	0.20525	0.0574666	0.0643344	0.0294437	0.0102259	0.302998	0.998277	0.999559	1.00044	1.00172	6.462321
460	-566.6341	-538.6802	-27.95392	405831	8.125233	0.0449149	0.0447678	0.302044	0.255571	0.036956	0.14668	0.0810637	0.114645	0.0543242	0.140409	0.0666132	0.0621787	0.0474089	0.0931534	0.200104	0.144528	0.161733	0.0537666	0.273628	0.0600752	0.253606	0.0804335	0.328445	0.0703288	0.102156	0.0433052	0.0185064	0.252737	0.097114	0.00659709	0.0183272	0.272466	0.10214	0.0299445	0.0416447	0.055378	0.00532964	0.00753423	0.154169	0.0407944	0.531471	0.00882681	0.0938975	0.101119	0.061	0.13077	0.123489	0.00916764	0.0360607	0.0184749	0.00542537	0.0642063	0.0573439	0.114541	0.0294107	0.102726	0.165822	0.00619602	0.0608155	0.998005	0.99949	1.00051	1.002	6.086285
470	-578.1835	-541.0378	-37.14568	594041.5	8.703945	0.0795997	0.0217402	0.301841	0.415665	0.244501	0.142707	0.0767547	0.0981894	0.0434864	0.0708923	0.169097	0.0301223	0.0534427	0.160753	0.152751	0.183352	0.180747	0.0753547	0.490406	0.0624576	0.119551	0.277215	0.328445	0.134689	0.0824552	0.142294	0.0451207	0.216451	0.115978	0.00688988	0.0130996	0.197885	0.0545038	0.0369224	0.0335869	0.0790335	0.0122461	0.00944495	0.185715	0.114343	0.54088	0.0203642	0.130096	0.0654539	0.0320827	0.188895	0.0942461	0.0146916	0.0745962	0.0129712	0.00535979	0.0154034	0.123085	0.118116	0.0221867	0.125141	0.269855	0.0103118	0.0672773	0.998351	0.999578	1.00042	1.00165	7.190741
480	-567.4923	-533.4895	-34.00274	263952.8	9.671583	0.0347331	0.0231906	0.251079	0.143785	0.167141	0.159162	0.12121	0.103429	0.0157611	0.0996903	0.111516	0.0371142	0.0423712	0.0860517	0.184215	0.0636933	0.184311	0.133325	0.45373	0.146443	0.0716873	0.122973	0.0947667	0.0339693	0.0952904	0.0564453	0.151973	0.318981	0.112493	0.00947142	0.00687522	0.0881316	0.0163668	0.0343962	0.0484389	0.12684	0.0164417	0.0271541	0.205795	0.128581	0.720463	0.103022	0.100069	0.0644013	0.0195515	0.0573855	0.246263	0.018764	0.161437	0.133524	0.0416172	0.0549807	0.212391	0.219516	0.0355347	0.0868964	0.147223	0.00428231	0.0130637	0.997527	0.999367	1.00063	1.00248	6.769406
490	-556.6212	-539.3504	-17.27084	451096	11.84479	0.0449835	0.0202475	0.0825217	0.138663	0.0700435	0.211156	0.118787	0.173399	0.0175975	0.16244	0.0168244	0.036457	0.0277764	0.0431787	0.0590191	0.0367753	0.195054	0.0911551	0.190639	0.10437	0.124507	0.127736	0.106152	0.0306159	0.0152114	0.171938	0.0403735	0.165395	0.0450939	0.0157452	0.0196046	0.0401556	0.0369203	0.044019	0.104099	0.184271	0.0228641	0.0458944	0.0888008	0.0751614	0.463393	0.0844634	0.096342	0.0761757	0.055723	0.0246779	0.0361757	0.0251428	0.0289407	0.127715	0.057399	0.0223523	0.114582	0.19069	0.0188628	0.0423472	0.234038	0.0193055	0.0237834	0.998108	0.999516	1.00048	1.00189	5.087756
500	-559.753	-538.914	-20.83903	349106.5	11.59261	0.104396	0.0127234	0.163133	0.042881	0.074629	0.264418	0.0750135	0.245809	0.0404157	0.0669211	0.0137033	0.0477556	0.0140683	0.0289358	0.0692154	0.0771916	0.068871	0.102465	0.190251	0.263298	0.143757	0.189932	0.139076	0.035254	0.0542672	0.1183	0.0318728	0.139422	0.0405709	0.010711	0.0105444	0.0375965	0.0451217	0.084418	0.0992415	0.124738	0.013344	0.034646	0.0748199	0.0198872	0.487735	0.0738931	0.056777	0.101149	0.085457	0.0405806	0.146983	0.169473	0.106684	0.0579768	0.0555907	0.0429666	0.167741	0.116731	0.0267902	0.0517896	0.129185	0.0182033	0.0517356	0.99785	0.99945	1.00055	1.00215	5.401055
510	-552.0295	-535.6652	-16.36431	748776	11.60527	0.0644395	0.0159875	0.127025	0.084631	0.0488224	0.188832	0.149077	0.201983	0.0399415	0.0993041	0.0217564	0.0353526	0.0398781	0.0502963	0.0492962	0.0665021	0.0709267	0.0582795	0.167241	0.136302	0.169455	0.146697	0.0611687	0.144707	0.0175126	0.0960724	0.0241195	0.0970568	0.0845645	0.0272428	0.0327246	0.0348252	0.0247562	0.0840406	0.121414	0.22112	0.0295408	0.0117706	0.0556703	0.0221982	0.31275	0.112862	0.0654057	0.120957	0.100261	0.0162622	0.101776	0.146554	0.0406778	0.0941145	0.0837476	0.0782029	0.137121	0.0378234	0.0358491	0.0773284	0.162207	0.0447977	0.0236927	0.998531	0.999624	1.00037	1.00147	5.014917
520	-567.9571	-545.6779	-22.27928	609425.9	12.97975	0.0332862	0.0124291	0.283311	0.111221	0.0551102	0.146313	0.150851	0.0739615	0.0360809	0.0991738	0.134028	0.00511832	0.0788297	0.0392512	0.0663994	0.149883	0.0775268	0.0219165	0.150577	0.110953	0.169887	0.241555	0.12003	0.0605691	0.0723582	0.0622113	0.0142132	0.153812	0.106655	0.0684635	0.116653	0.0106781	0.00504082	0.035886	0.219015	0.116092	0.0453456	0.00913697	0.050269	0.00919765	0.409879	0.132336	0.225676	0.121684	0.161682	0.0203014	0.0352242	0.0332416	0.0677426	0.0211162	0.0235992	0.157803	0.144662	0.0385532	0.0936065	0.0728668	0.0739596	0.0219064	0.0480532	0.998372	0.999584	1.00042	1.00163	5.427184
530	-572.3804	-543.0107	-29.3696	135871.2	10.1422	0.0908145	0.0123314	0.182369	0.159436	0.0958979	0.306861	0.201418	0.0641753	0.0843957	0.181273	0.0860755	0.0254501	0.0792955	0.0281959	0.108297	0.214236	0.092335	0.0237103	0.347129	0.126657	0.274092	0.15885	0.224534	0.0792303	0.0324858	0.028195	0.0446736	0.231587	0.0789988	0.0665662	0.0896773	0.0101125	0.00917149	0.0336134	0.0589858	0.234786	0.0596828	0.00436573	0.0373592	0.0827157	0.504894	0.155007	0.233441	0.0780211	0.0488877	0.00983542	0.0557761	0.062059	0.126444	0.00320704	0.0214319	0.0527807	0.141387	0.0238041	0.139015	0.112315	0.112515	0.0267939	0.00794	0.996554	0.999117	1.00088	1.00345	6.26559
540	-558.1696	-531.0284	-27.14123	25443.79	8.885242	0.0863517	0.0341926	0.414129	0.113345	0.108954	0.218414	0.152578	0.0206921	0.0596542	0.281619	0.0725683	0.0121252	0.0347748	0.0671183	0.131312	0.141656	0.0799254	0.020993	0.73007	0.0981137	0.0672788	0.0890623	0.184034	0.178242	0.0496178	0.0849088	0.0128894	0.117833	0.148149	0.125229	0.0352267	0.0204374	0.00615575	0.18565	0.0149555	0.160174	0.0160451	0.0174615	0.0654324	0.0185444	0.454076	0.192626	0.114302	0.0291874	0.0372525	0.0172107	0.0220334	0.0824397	0.0432754	0.00508204	0.0800343	0.0530858	0.0488715	0.0199113	0.106292	0.13847	0.0607215	0.065268	0.00481294	0.992043	0.997953	1.00202	1.00798	6.050866
550	-561.8061	-533.9395	-27.86656	147122.1	10.00711	0.0881906	0.00577422	0.138559	0.141243	0.104181	0.189088	0.173932	0.017444	0.112013	0.194865	0.0965098	0.0458599	0.0669829	0.107067	0.309628	0.148873	0.0523962	0.00487183	0.407854	0.0671319	0.0304664	0.121664	0.0672576	0.177192	0.0756358	0.130962	0.00651693	0.159708	0.148098	0.129105	0.0497739	0.0135135	0.00627751	0.111412	0.0148323	0.162715	0.00681068	0.0206814	0.0301574	0.0209806	0.795261	0.379386	0.0309864	0.015816	0.0461329	0.0192306	0.0141913	0.104624	0.0242124	0.0168649	0.117264	0.104991	0.165065	0.0940334	0.057147	0.122812	0.0153447	0.0424781	0.00155519	0.996688	0.999152	1.00084	1.00332	6.123618
560	-563.6396	-528.722	-34.91756	160036	7.633728	0.0293045	0.00325719	0.274208	0.14284	0.051672	0.253051	0.185847	0.0280064	0.116569	0.250474	0.0559598	0.0284883	0.191137	0.124845	0.141316	0.0501178	0.0962047	0.006323	0.515552	0.0692108	0.05129	0.199168	0.0801568	0.126529	0.026029	0.1232	0.00708034	0.138555	0.103527	0.237687	0.0570321	0.0100244	0.00472937	0.0473751	0.0229546	0.179803	0.0091374	0.0138079	0.059194	0.114553	0.74859	0.273852	0.0663022	0.147293	0.0977376	0.0120437	0.0293354	0.0825918	0.0260527	0.101876	0.245607	0.0623991	0.350354	0.0947505	0.0636244	0.197145	0.0724854	0.0205618	0.00217058	0.996824	0.999187	1.00081	1.00318	6.920988
570	-566.7311	-536.9546	-29.77648	254845.7	9.01852	0.0273042	0.00260905	0.143261	0.103154	0.0211727	0.177552	0.106398	0.0733854	0.100545	0.105578	0.0711383	0.00278465	0.155535	0.035828	0.169074	0.0428625	0.180608	0.0397043	0.463595	0.10082	0.152592	0.128931	0.0918053	0.290426	0.0136071	0.110434	0.0049574	0.230525	0.134908	0.0988239	0.0533812	0.0343508	0.0153533	0.0590998	0.0137835	0.194913	0.00886894	0.0114648	0.103261	0.0307288	0.384918	0.208498	0.0267927	0.238647	0.0774485	0.0487235	0.02408	0.0691918	0.05357	0.0820273	0.0320954	0.107685	0.560257	0.10496	0.185217	0.126687	0.0938039	0.014382	0.003986	0.997483	0.999356	1.00064	1.00252	6.348096
580	-565.4698	-533.7521	-31.71773	987430.4	9.877326	0.0345218	0.00108525	0.31284	0.101383	0.0178134	0.137022	0.176196	0.14	0.0333149	0.224647	0.0722454	0.0702564	0.152192	0.0679382	0.121539	0.0847339	0.140311	0.0361541	0.539423	0.0932993	0.165578	0.104571	0.0618043	0.315408	0.00957019	0.0593452	0.012885	0.259287	0.206388	0.0450456	0.0297829	0.0216579	0.00624448	0.110918	0.00370311	0.382277	0.0419998	0.0147394	0.152498	0.043471	0.403273	0.295568	0.0176123	0.0692685	0.0807577	0.041808	0.0186894	0.0503108	0.0279618	0.257111	0.0191829	0.203397	0.114319	0.0827152	0.0587858	0.0853415	0.0617956	0.023539	0.00310426	0.998721	0.999673	1.00033	1.00128	6.518632
590	-559.2724	-532.6537	-26.61871	297760.5	10.74769	0.021282	0.000873595	0.308553	0.0956182	0.0161928	0.224701	0.149699	0.136389	0.019016	0.259001	0.131715	0.0509554	0.0718871	0.0260946	0.0726627	0.0897497	0.188038	0.0751201	0.384602	0.16849	0.0942659	0.18954	0.0995276	0.081227	0.0233978	0.0629737	0.0536216	0.199846	0.0359563	0.0959906	0.0887269	0.0305887	0.0230568	0.0574992	0.00101445	0.189451	0.0396157	0.0241283	0.0784897	0.0369206	0.260773	0.158799	0.0341552	0.0998132	0.210464	0.0518851	0.198615	0.11661	0.0345015	0.14871	0.0440757	0.261186	0.107929	0.0801155	0.0366891	0.0864613	0.0202495	0.0104298	0.00576277	0.997672	0.999404	1.00059	1.00233	5.963704
600	-560.918	-533.4893	-27.4287	72420.72	9.111215	0.0202894	0.0003137	0.338378	0.109922	0.0356082	0.251164	0.107191	0.125519	0.0353359	0.160704	0.270032	0.0621843	0.113135	0.025363	0.0549092	0.153817	0.267806	0.0624574	0.211053	0.107415	0.110525	0.0501583	0.138638	0.0656401	0.0434826	0.0632964	0.154906	0.191764	0.0293762	0.0523959	0.0972089	0.0345366	0.088751	0.110383	0.00341922	0.0827083	0.0375578	0.061432	0.0677633	0.0631371	0.580285	0.196592	0.0168647	0.0666091	0.117242	0.0293257	0.0725703	0.241694	0.0289062	0.0982814	0.0426235	0.110946	0.21375	0.0148173	0.0337046	0.0646843	0.0818309	0.0110386	0.00857432	0.995281	0.99879	1.0012	1.00473	6.090015
610	-559.8968	-528.5301	-31.36674	247836.9	8.556219	0.0123113	0.000692682	0.139057	0.0809992	0.0824515	0.371268	0.10591	0.194991	0.0219855	0.124619	0.219977	0.0107899	0.0466212	0.0222457	0.147213	0.177293	0.249852	0.0968185	0.709998	0.112013	0.104221	0.081217	0.0881383	0.185231	0.017998	0.115321	0.0550102	0.216429	0.06535	0.0873025	0.0681167	0.0633849	0.0652047	0.086974	0.0354916	0.155239	0.0469743	0.0675919	0.0632335	0.0645544	0.463024	0.176937	0.0412188	0.0691191	0.0552882	0.107265	0.147974	0.124004	0.0650948	0.0568545	0.0374001	0.0895955	0.195226	0.0362356	0.0752398	0.0606995	0.0436353	0.0135336	0.00646304	0.997448	0.999347	1.00065	1.00255	6.524898
620	-560.9987	-532.839	-28.15976	682341	11.23833	0.047221	0.000681378	0.0479818	0.282834	0.0820849	0.0737492	0.0653732	0.223386	0.010546	0.275135	0.292535	0.00717147	0.0846136	0.0204676	0.139501	0.272524	0.166385	0.0453592	0.50277	0.0933314	0.0309634	0.0796765	0.13736	0.0983575	0.0111685	0.0657379	0.0334138	0.169784	0.108805	0.106442	0.0545549	0.0357718	0.0688391	0.05138	0.0333039	0.052902	0.0830682	0.147271	0.0871935	0.0548512	0.32891	0.0789022	0.0421327	0.0604593	0.0503093	0.201884	0.138142	0.140639	0.130339	0.0415646	0.117349	0.0391659	0.066467	0.0787129	0.102613	0.130931	0.0507527	0.0118657	0.0104541	0.998462	0.999607	1.00039	1.00154	6.066088
630	-566.3077	-535.3895	-30.9182	707241.3	9.245861	0.0639231	0.000138388	0.176111	0.0842982	0.0655074	0.20291	0.0716346	0.125859	0.0144823	0.176468	0.292535	0.00997273	0.0103031	0.045846	0.218058	0.235942	0.19709	0.111435	0.420746	0.167603	0.0409073	0.0479399	0.103054	0.239661	0.0623354	0.0317608	0.0348429	0.150102	0.1716	0.0448945	0.047759	0.0277504	0.0364645	0.0358063	0.0662044	0.0224944	0.0832796	0.196881	0.0919584	0.0669266	0.309498	0.131877	0.0138885	0.0757585	0.039945	0.315156	0.070315	0.196798	0.128012	0.0901388	0.053405	0.0216637	0.0686236	0.0370606	0.260493	0.173111	0.0884154	0.0200438	0.0817476	0.998489	0.999614	1.00039	1.00151	6.469438
640	-571.8986	-536.7918	-35.10684	942813	9.997707	0.139969	5.3791e-05	0.0443384	0.110428	0.0382413	0.165143	0.171193	0.19401	0.0094984	0.132663	0.121289	0.0212105	0.0259598	0.0733984	0.209486	0.14164	0.449097	0.0873557	0.491822	0.160285	0.10188	0.0896887	0.151252	0.0973272	0.0320011	0.137411	0.0528124	0.0574521	0.160116	0.0751849	0.0635028	0.0663375	0.109264	0.0396734	0.079181	0.0160124	0.0879544	0.183296	0.0653374	0.141085	0.395402	0.0678244	0.016297	0.0389435	0.0862216	0.2151	0.011587	0.103402	0.126262	0.0598992	0.0282265	0.040458	0.0659804	0.0311188	0.373265	0.136084	0.169429	0.0404443	0.248417	0.998691	0.999665	1.00033	1.00131	6.848211
