Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2320	-1356.572	-1343.568	-13.0047	375271.4	11.31141	0.0106891	0.014814	0.0827666	0.00512695	0.0651923	0.0854806	0.0392196	0.0871768	0.228967	0.0208103	0.0215967	0.0451933	0.0197573	0.013996	0.0213015	0.0548383	0.0932221	0.00336196	0.0926418	0.118931	0.14518	0.0740791	0.0435855	0.0982693	0.0938781	0.0337809	0.0694526	0.0385165	0.00831416	0.0342223	0.124597	0.027776	0.0293592	0.0373549	0.38512	0.0947444	0.0474638	0.398267	0.282855	0.0496839	0.0901354	0.0280741	0.147145	0.0162243	0.0168985	0.101629	0.0900931	0.0989529	0.0497586	0.120658	0.0770208	0.104195	0.06382	0.089403	0.0405662	0.057504	0.00873687	0.108421	0.220142	0.00967565	0.0104567	0.997926	0.999469	1.00053	1.00208	4.791093
2330	-1355.679	-1345.145	-10.5348	317935.3	12.6731	0.00947247	0.0289088	0.0856413	0.00256462	0.0624246	0.0536799	0.0179629	0.0672717	0.181287	0.019311	0.00763015	0.10986	0.0200673	0.0131711	0.0208387	0.0778627	0.187781	0.00450342	0.0494585	0.0552689	0.151186	0.0960661	0.0593445	0.0618218	0.0467616	0.0622228	0.0296975	0.0728287	0.0244991	0.0517073	0.04364	0.0212068	0.0320099	0.153048	0.223516	0.0513551	0.0411231	0.440846	0.153566	0.0474496	0.0669611	0.0389362	0.2083	0.0491892	0.0397939	0.0787565	0.209506	0.01921	0.0520656	0.0663817	0.0512571	0.0893875	0.13645	0.0706183	0.14159	0.0449835	0.0113321	0.0921612	0.18237	0.00522441	0.0137144	0.997747	0.999423	1.00057	1.00226	4.607052
2340	-1373.533	-1352.214	-21.31914	368535.5	13.69172	0.0198756	0.0408211	0.0672146	0.00593159	0.024199	0.0490356	0.0268363	0.0307022	0.184592	0.0437595	0.0135211	0.150742	0.0323261	0.0169659	0.0527074	0.149792	0.21135	0.015708	0.0954406	0.113574	0.0781015	0.0620228	0.0716628	0.13628	0.0591838	0.0376388	0.0238615	0.149201	0.0486161	0.10524	0.0471908	0.0382087	0.0354323	0.101702	0.295969	0.0953959	0.0305673	0.313074	0.183886	0.0549018	0.106775	0.0376837	0.100046	0.0866182	0.037096	0.117093	0.238934	0.0278813	0.0821085	0.0789469	0.0880552	0.211137	0.106723	0.11401	0.0903496	0.0684383	0.031469	0.0934086	0.315336	0.011293	0.0248783	0.997907	0.999464	1.00053	1.00209	5.381511
2350	-1359.592	-1340.283	-19.30978	96137.18	12.28942	0.0204886	0.0128439	0.0709555	0.00240644	0.0250114	0.0520161	0.0651837	0.0230675	0.266928	0.0327587	0.0396409	0.0839725	0.0503375	0.00477883	0.0284242	0.0418907	0.143852	0.0320388	0.0264285	0.192032	0.162233	0.116555	0.0548567	0.0245497	0.119017	0.0726473	0.0250895	0.0714465	0.0875908	0.0436219	0.0995361	0.0598889	0.00985037	0.066303	0.420029	0.183141	0.00876901	0.562859	0.191209	0.0464832	0.0790146	0.0263078	0.06638	0.0511714	0.00573067	0.135802	0.142116	0.0668696	0.0508533	0.0811203	0.112818	0.161945	0.151257	0.0532732	0.157546	0.0562202	0.00720643	0.0505478	0.193556	0.00895866	0.0191354	0.995903	0.99895	1.00104	1.0041	5.318561
2360	-1349.639	-1337.535	-12.10422	53085.92	12.08733	0.0258899	0.00622849	0.054889	0.00158764	0.0251779	0.0491134	0.0235949	0.0630638	0.154312	0.0122707	0.0461439	0.0655553	0.0116031	0.00488254	0.0277585	0.0544831	0.0625919	0.0179684	0.0293871	0.0553005	0.200357	0.0943487	0.0513514	0.0451851	0.0858696	0.0394215	0.169385	0.0600033	0.0317809	0.100197	0.0676446	0.0398627	0.120038	0.0735172	0.271361	0.289353	0.0101827	0.414023	0.0737617	0.0466395	0.094533	0.0239698	0.107674	0.0845333	0.00558219	0.0866036	0.130384	0.07661	0.0337591	0.0937192	0.0338473	0.148614	0.200682	0.106173	0.125236	0.0967842	0.0467342	0.0570158	0.0800077	0.00706207	0.015414	0.994489	0.998586	1.0014	1.00552	4.731024
2370	-1355.594	-1346.671	-8.922861	5680.812	11.45315	0.0273722	0.00824303	0.0621309	0.00137517	0.00621004	0.0459711	0.0335218	0.0526598	0.247563	0.0131917	0.0524782	0.0451293	0.047775	0.00272033	0.072473	0.0630594	0.0258226	0.0330642	0.0528575	0.0269942	0.140554	0.0861039	0.0447288	0.0963544	0.164464	0.031765	0.0611089	0.0291373	0.0304411	0.0782487	0.0748507	0.0549865	0.0739759	0.0609588	0.312827	0.264289	0.0160988	0.296875	0.123863	0.013859	0.101122	0.0144128	0.0451767	0.0693025	0.00233274	0.0702823	0.113832	0.0335092	0.0639904	0.0836511	0.00985548	0.146334	0.187198	0.0565985	0.0526391	0.119181	0.0671813	0.0990839	0.102126	0.00361474	0.0217293	0.983186	0.995642	1.00426	1.01691	4.439255
2380	-1346.349	-1337.273	-9.075549	5312.382	11.88501	0.0142036	0.0127368	0.0862742	0.000885016	0.0160969	0.027941	0.0076353	0.0316471	0.188344	0.0074424	0.0512522	0.0948559	0.012869	0.00265898	0.050803	0.0946937	0.0403643	0.0240517	0.0557614	0.0651418	0.144527	0.0942226	0.0385553	0.0874123	0.0749794	0.0392968	0.0296104	0.076937	0.0112239	0.0625099	0.053823	0.0316227	0.123535	0.086774	0.21747	0.207986	0.0178783	0.406516	0.102252	0.0311868	0.104119	0.00985423	0.0403236	0.0820554	0.00626351	0.114339	0.164179	0.0688929	0.0760007	0.138541	0.0144009	0.0977111	0.155541	0.0885988	0.0747147	0.0694829	0.0674093	0.0995953	0.161749	0.00278614	0.0129638	0.982615	0.995492	1.0044	1.01749	4.473498
2390	-1357.049	-1342.874	-14.1744	709.6294	18.65398	0.0124693	0.00551958	0.0938596	0.00108983	0.0142207	0.0785463	0.00457015	0.0341303	0.155293	0.00924751	0.0130286	0.0757822	0.0356908	0.00743877	0.038569	0.0278529	0.0668229	0.0244452	0.0313762	0.0750338	0.159605	0.101199	0.010408	0.00984528	0.0875205	0.0575224	0.114673	0.198073	0.0774458	0.10722	0.0431385	0.0374333	0.157707	0.0287566	0.338779	0.0753488	0.0088434	0.314565	0.0562043	0.0401882	0.142716	0.00358864	0.133362	0.0491748	0.00724369	0.154769	0.0865688	0.0742304	0.0654542	0.0918616	0.0504596	0.0898413	0.108652	0.133289	0.0663081	0.0864125	0.123751	0.0702617	0.134964	0.00269165	0.019993	0.952695	0.987413	1.01178	1.04811	4.525056
2400	-1351.912	-1336.766	-15.14578	3826.353	12.03554	0.00841516	0.00999497	0.0916413	0.00148055	0.0235948	0.0535768	0.00641587	0.0294778	0.199261	0.0180511	0.0239582	0.0911697	0.0667236	0.0147292	0.0618495	0.0607381	0.0362741	0.0399411	0.00935326	0.0602377	0.210936	0.0781113	0.0533736	0.0271387	0.126245	0.0819101	0.0335838	0.141421	0.0257525	0.0630224	0.0571482	0.079342	0.0835787	0.0288687	0.344229	0.0879783	0.00446957	0.382675	0.143082	0.0783912	0.0873411	0.00269105	0.204349	0.106978	0.0269856	0.13202	0.0915979	0.107284	0.0828031	0.104974	0.0367527	0.231754	0.189997	0.0396213	0.11454	0.0327841	0.0990856	0.108324	0.0972912	0.0013212	0.0465611	0.979526	0.994677	1.00517	1.02062	4.983195
2410	-1349.466	-1336.67	-12.79595	4981.999	11.99541	0.0173869	0.00554945	0.110145	0.00240447	0.0243186	0.036059	0.0108612	0.0330785	0.200269	0.0199732	0.0147424	0.0636254	0.0273024	0.0115465	0.0484401	0.0847226	0.0410519	0.0331759	0.0126715	0.0553712	0.164818	0.145559	0.0359593	0.0795839	0.10196	0.0784375	0.0074057	0.0541828	0.0360083	0.0500058	0.129061	0.0561221	0.0797409	0.0315809	0.275329	0.0586314	0.0106112	0.437679	0.200675	0.0708788	0.192561	0.00149386	0.222584	0.0647207	0.0205693	0.116655	0.0940508	0.0633365	0.0374959	0.0623473	0.0384976	0.197294	0.200498	0.111085	0.0456928	0.0126151	0.0772486	0.170747	0.0787774	0.00196641	0.0204944	0.982049	0.995343	1.00454	1.01807	4.787657
2420	-1340.943	-1328.42	-12.52314	2439.561	13.40789	0.00793797	0.00558981	0.0826458	0.00589782	0.0382336	0.0401367	0.00799256	0.0363507	0.223692	0.0287816	0.0080412	0.123674	0.0246037	0.0311501	0.0275097	0.054825	0.0938648	0.0265654	0.0235949	0.077021	0.23132	0.0792311	0.0470487	0.110845	0.0858312	0.0361319	0.00298448	0.07043	0.0402834	0.0377002	0.159406	0.0424085	0.0509849	0.0338037	0.338787	0.0437722	0.0029402	0.539157	0.0897737	0.0806383	0.151059	0.000616349	0.164681	0.071862	0.0178007	0.0927589	0.192786	0.0716073	0.0904041	0.035455	0.0362825	0.0843299	0.0996202	0.106597	0.147988	0.0079202	0.0658277	0.0703967	0.138995	0.00392271	0.00583306	0.974383	0.99331	1.00646	1.02585	4.748329
2430	-1357.322	-1346.988	-10.33469	3821.388	11.97946	0.0136959	0.0119019	0.143771	0.00535978	0.0665727	0.0325078	0.00810996	0.0202331	0.186836	0.033518	0.0766001	0.134021	0.0431279	0.0211091	0.0302075	0.0740686	0.0901238	0.0608841	0.0300653	0.0646877	0.176795	0.0301441	0.03987	0.102689	0.0983372	0.0499288	0.00471911	0.0353427	0.0395168	0.0623508	0.110215	0.0522787	0.0810173	0.0766363	0.199771	0.0781889	0.00882317	0.343048	0.105549	0.035085	0.0689229	0.000321275	0.171178	0.134433	0.0198531	0.0905611	0.20969	0.0595186	0.041113	0.0257351	0.0942428	0.0841702	0.0857935	0.189784	0.0360398	0.00934719	0.080064	0.0871269	0.196178	0.000772097	0.0195127	0.979513	0.994674	1.00518	1.02064	4.582065
2440	-1370.419	-1347.357	-23.06182	14609.15	10.51748	0.0245847	0.0197328	0.115113	0.0106157	0.100306	0.0240915	0.0266531	0.0742574	0.267761	0.0979542	0.0733878	0.215457	0.0319013	0.03397	0.0322231	0.0629924	0.0532964	0.0467066	0.0122527	0.115206	0.225278	0.134235	0.0958589	0.0628862	0.316013	0.0750739	0.00370036	0.043682	0.0160996	0.0908617	0.124414	0.0286285	0.0718172	0.0398558	0.296595	0.160119	0.00568254	0.288331	0.216986	0.0163798	0.15574	0.000301544	0.136923	0.0635728	0.044747	0.139452	0.199819	0.0364897	0.039871	0.02369	0.130201	0.180174	0.116446	0.0953576	0.0861018	0.00753135	0.0532863	0.0829689	0.307034	0.000793329	0.050547	0.989503	0.997294	1.00267	1.01054	5.702008
2450	-1349.756	-1339.335	-10.42121	31302.25	13.21877	0.0350515	0.0114319	0.0425895	0.00748681	0.0495949	0.0354464	0.0297001	0.0776718	0.169734	0.033573	0.0249376	0.0788825	0.0255727	0.0144315	0.0523842	0.030308	0.0484206	0.0274331	0.00328712	0.0697783	0.0888953	0.0917486	0.0714452	0.122551	0.133102	0.0250547	0.00246528	0.0175101	0.0205892	0.0571393	0.0708472	0.0649432	0.0346615	0.0518138	0.257189	0.194419	0.00282944	0.447125	0.0670152	0.0335589	0.240255	0.000451448	0.0442251	0.0888026	0.0276851	0.155023	0.154628	0.0374669	0.0578411	0.0110299	0.0238846	0.115304	0.225384	0.0996257	0.0996545	0.00165461	0.0730252	0.130435	0.248474	0.00422359	0.0328683	0.992825	0.998156	1.00183	1.00719	4.59456
2460	-1354.295	-1342.851	-11.44458	17532.06	13.74111	0.0383166	0.00501438	0.0766254	0.00334139	0.112302	0.0344839	0.0229618	0.0545408	0.172436	0.017074	0.043107	0.0616474	0.0133819	0.0225127	0.0228102	0.0640368	0.127883	0.0338501	0.00676053	0.0597489	0.136872	0.130746	0.0243019	0.167582	0.13182	0.0341768	0.00595507	0.0338503	0.0479779	0.0439681	0.0895775	0.0190374	0.0662022	0.0968874	0.25534	0.131043	0.00368501	0.381325	0.228771	0.0352071	0.122397	0.00118373	0.126226	0.0654576	0.0428482	0.133013	0.188177	0.0381505	0.0442952	0.00433637	0.0534706	0.0996681	0.0921442	0.0859616	0.0790532	0.00152768	0.0595561	0.0940126	0.243038	0.00431275	0.0228276	0.990416	0.997532	1.00244	1.00962	4.658818
2470	-1353.629	-1341.939	-11.68997	28730.53	14.80817	0.021487	0.00782499	0.104805	0.00371327	0.111923	0.0396729	0.00622783	0.0274983	0.164335	0.0187974	0.0844608	0.0676918	0.00799252	0.0339895	0.0262856	0.143273	0.0903502	0.0535849	0.004047	0.039949	0.17232	0.108165	0.0331123	0.120293	0.0965182	0.0391884	0.0104571	0.055857	0.0252036	0.0493949	0.117785	0.0325039	0.0991291	0.0458633	0.254702	0.116382	0.012553	0.366565	0.0466599	0.0255794	0.0826222	0.00409203	0.178524	0.0752898	0.0592093	0.0786555	0.122638	0.0362102	0.0900496	0.00599041	0.0999635	0.0596593	0.0750169	0.189362	0.072945	0.000710264	0.0637304	0.178317	0.252186	0.00356613	0.0184647	0.992511	0.998075	1.00191	1.00751	4.633343
2480	-1359.623	-1346.782	-12.84072	47392.41	13.15955	0.0204588	0.00948202	0.0559344	0.000948833	0.0525339	0.0306382	0.0168257	0.0430789	0.256972	0.01878	0.0486305	0.114153	0.00649613	0.021932	0.0502044	0.0662495	0.145731	0.0199042	0.0122287	0.03607	0.126323	0.101868	0.0770318	0.170713	0.043295	0.02955	0.00549216	0.150883	0.0675095	0.0551555	0.230141	0.0367285	0.0858115	0.0370636	0.300123	0.0674648	0.042441	0.474335	0.0580844	0.0394037	0.0745575	0.00326422	0.187188	0.0747134	0.0142326	0.0977618	0.0906417	0.0263075	0.105701	0.0139817	0.056985	0.0774518	0.194778	0.0947031	0.0833807	0.00060318	0.0451663	0.107907	0.133023	0.00837426	0.0617909	0.994167	0.998503	1.00149	1.00584	4.779182
2490	-1356.409	-1345.955	-10.45394	61312.71	15.2416	0.0168991	0.0148732	0.0501352	0.000280624	0.0479241	0.0309567	0.0267018	0.0613983	0.108481	0.0151683	0.0369294	0.0542558	0.00497878	0.0404065	0.0139652	0.0839429	0.0729818	0.0344296	0.00587316	0.0435384	0.177912	0.133634	0.0684038	0.107038	0.059802	0.0122624	0.0159541	0.0195971	0.0377656	0.0211218	0.224583	0.0480808	0.0472279	0.0931834	0.198249	0.0660882	0.0368494	0.437043	0.130474	0.0139642	0.0854751	0.00404124	0.156072	0.0558119	0.0219316	0.0294918	0.147302	0.0382127	0.19475	0.0955861	0.165484	0.103284	0.194713	0.0399494	0.0727398	0.00167481	0.0552733	0.123321	0.161851	0.00587345	0.0640698	0.994871	0.998684	1.00131	1.00514	4.530261
2500	-1357.602	-1347.419	-10.18319	134464.5	14.15149	0.0249463	0.00510283	0.0868783	0.00103111	0.0990334	0.0385673	0.0124067	0.0655307	0.107271	0.0136365	0.0463898	0.0315733	0.0140418	0.0799287	0.00671805	0.0770538	0.0671956	0.0179192	0.00931342	0.121996	0.150531	0.0646281	0.031805	0.0688254	0.126654	0.0204389	0.0164478	0.0194104	0.0531019	0.0237908	0.0614606	0.0422294	0.0635716	0.0722822	0.293998	0.0969411	0.0360339	0.278729	0.189036	0.00663966	0.062815	0.0149662	0.185229	0.0796908	0.0377108	0.114708	0.138053	0.0533522	0.250612	0.0311464	0.146102	0.159798	0.161023	0.072546	0.124979	0.00149415	0.0537362	0.117408	0.0553879	0.00358519	0.0481995	0.996536	0.999112	1.00088	1.00347	4.555632
2510	-1355.123	-1339.65	-15.4726	672030.2	11.4528	0.0286616	0.00719374	0.0993475	0.00104403	0.0357628	0.0293966	0.03659	0.034702	0.237192	0.00434525	0.0225039	0.0591862	0.0186924	0.0120637	0.0204539	0.0649559	0.0704495	0.0138286	0.00186442	0.0613398	0.102434	0.114719	0.0402717	0.116552	0.0587819	0.0509353	0.0212252	0.0670301	0.0963567	0.0516873	0.106731	0.015606	0.0311283	0.0561909	0.374505	0.149358	0.0658774	0.599936	0.139115	0.017473	0.0841216	0.049281	0.178251	0.0929414	0.013765	0.0963988	0.107366	0.0434095	0.101394	0.112796	0.107341	0.211157	0.157684	0.0242912	0.0685108	0.000353656	0.0563466	0.147686	0.143545	0.00447622	0.0745192	0.99845	0.999604	1.0004	1.00155	5.011124
2520	-1348.967	-1339.085	-9.882038	802160.8	14.88794	0.0220312	0.0186588	0.078446	0.00182961	0.0183685	0.0215285	0.0698238	0.0397505	0.210682	0.00587835	0.0223726	0.188118	0.019795	0.0575607	0.0512199	0.0364777	0.0428885	0.0307095	0.00681171	0.0234328	0.132723	0.105754	0.0377261	0.0434794	0.0368181	0.0370064	0.0531437	0.0359022	0.0567041	0.0254431	0.108137	0.0473995	0.0258962	0.0444729	0.324336	0.163635	0.0393127	0.463298	0.121911	0.0678581	0.143407	0.0299773	0.0918448	0.0451217	0.00377762	0.108366	0.145337	0.0252245	0.101744	0.032111	0.0719027	0.15092	0.11616	0.047852	0.0870089	4.70854e-05	0.0518508	0.0903333	0.137202	0.0340843	0.05641	0.998581	0.999637	1.00036	1.00142	4.508022
2530	-1366.913	-1354.73	-12.1834	355362.9	11.66579	0.0063935	0.0385233	0.0375566	0.00128705	0.0176584	0.0660119	0.115193	0.0831887	0.176876	0.00522828	0.0351423	0.0775501	0.0133422	0.0516452	0.0289069	0.0390529	0.0816166	0.0371307	0.0244643	0.00555185	0.133809	0.12303	0.0587631	0.0471971	0.159857	0.129885	0.0506015	0.0245233	0.11031	0.0183884	0.079136	0.0259617	0.0135493	0.0613972	0.191181	0.094488	0.0527945	0.279048	0.0734269	0.00773979	0.177859	0.0266427	0.0741972	0.19677	0.00121842	0.087747	0.181451	0.0228779	0.0428761	0.144214	0.128688	0.172658	0.276366	0.0561513	0.0877295	0.00013432	0.0256798	0.0971273	0.164363	0.00742084	0.0808031	0.997869	0.999455	1.00054	1.00213	4.730379
2540	-1353.087	-1342.603	-10.48366	963221.4	14.72158	0.00540838	0.0850454	0.0540985	0.00295186	0.092603	0.0746396	0.0341558	0.0480839	0.180446	0.00304124	0.0548112	0.126915	0.0470735	0.0382874	0.00810955	0.0947385	0.0704109	0.0278635	0.0176241	0.00305637	0.0764353	0.05662	0.0642262	0.044933	0.094483	0.161671	0.0686917	0.0874593	0.0376568	0.0168294	0.0641545	0.0349146	0.0195824	0.0391355	0.351754	0.114931	0.020877	0.459612	0.123991	0.0151433	0.132048	0.0333398	0.0428429	0.0489435	0.00110402	0.1086	0.183919	0.0221419	0.0166999	0.115155	0.0485068	0.109176	0.205824	0.0677377	0.0716541	0.000240164	0.0214043	0.0717759	0.172957	0.00387593	0.0551198	0.998705	0.999669	1.00033	1.0013	4.555529
2550	-1358.558	-1342.414	-16.1439	732699.1	11.79365	0.0124552	0.039592	0.135428	0.00519873	0.0558482	0.116708	0.0340696	0.0427302	0.280683	0.000982209	0.02485	0.0819578	0.0843275	0.036097	0.00842524	0.0315928	0.0717847	0.0430332	0.0106121	0.0039392	0.231277	0.188389	0.111892	0.0449737	0.139404	0.12607	0.0565912	0.0832023	0.0751978	0.0116536	0.111069	0.039159	0.046969	0.0583371	0.400995	0.0783626	0.0193713	0.411749	0.183109	0.0141457	0.11303	0.0268024	0.0276621	0.039597	0.00169359	0.0604051	0.113663	0.0503181	0.0137239	0.132506	0.0889923	0.0984303	0.144519	0.0718337	0.131155	0.000200412	0.0492539	0.0547554	0.252779	0.00312483	0.0424473	0.998515	0.99962	1.00038	1.00149	5.069124
2560	-1356.816	-1344.132	-12.68334	857828.3	15.21505	0.0099604	0.0373886	0.0703479	0.00437952	0.0564677	0.0401621	0.0396633	0.0288908	0.209578	0.00411794	0.0341889	0.07767	0.0322891	0.0406437	0.0323233	0.12887	0.0545058	0.0475853	0.00760542	0.00678284	0.138582	0.0752662	0.0758387	0.0471825	0.103515	0.0789985	0.0319189	0.0327939	0.118895	0.0289411	0.0762398	0.0243533	0.0279218	0.0826097	0.309786	0.127167	0.0177636	0.546147	0.136768	0.0113835	0.158597	0.0570945	0.033258	0.0343825	0.00337053	0.056668	0.096236	0.0123473	0.0332628	0.24329	0.0560282	0.129579	0.172912	0.110486	0.0619064	0.000400733	0.0632179	0.0338233	0.230897	0.00632319	0.0284793	0.998628	0.999649	1.00035	1.00137	4.678052
2570	-1362.229	-1348.87	-13.35852	617645.5	11.01414	0.0131671	0.022842	0.118714	0.00454374	0.0450971	0.0657698	0.0465118	0.0541729	0.192487	0.00453642	0.0512259	0.154806	0.0567567	0.0244361	0.0361372	0.0718952	0.0462618	0.0162129	0.0102071	0.0109047	0.14021	0.0331153	0.0527367	0.0819687	0.141913	0.115122	0.0252459	0.202801	0.0651871	0.0188437	0.164662	0.0226502	0.0891497	0.0296329	0.212362	0.108576	0.0146717	0.367519	0.169275	0.0255513	0.222988	0.0392362	0.0351823	0.0557336	0.00487717	0.0936376	0.17373	0.0397987	0.0424045	0.120636	0.0448666	0.0875478	0.133504	0.0968336	0.082897	0.00183632	0.0398938	0.13197	0.190599	0.00839571	0.0359808	0.998383	0.999586	1.00041	1.00162	4.810428
2580	-1366.924	-1354.195	-12.72825	675908.6	13.78516	0.0415568	0.0290212	0.0785469	0.00893087	0.0169778	0.0347026	0.0380661	0.0236518	0.149494	0.00457822	0.0296226	0.104034	0.0338375	0.02909	0.0285342	0.0835047	0.0563447	0.0177449	0.0199241	0.00438534	0.242311	0.0698669	0.0271676	0.0209312	0.0940871	0.10034	0.00778944	0.1141	0.0440904	0.0247344	0.0780526	0.0340595	0.0179368	0.0786035	0.259189	0.0560122	0.00582742	0.449289	0.228353	0.0366849	0.111888	0.0436887	0.0390861	0.0653874	0.00461652	0.183933	0.145763	0.0305035	0.0788895	0.191534	0.0356557	0.177335	0.112528	0.107258	0.182807	0.0017701	0.0995417	0.0591887	0.192126	0.0239055	0.0411969	0.998454	0.999605	1.00039	1.00155	4.750575
2590	-1357.765	-1342.801	-14.96421	171665	11.85303	0.0275705	0.0180929	0.0656217	0.00372381	0.0298461	0.0828042	0.00988789	0.0155121	0.208083	0.00689972	0.0457537	0.0700717	0.0373467	0.0437424	0.0559329	0.0881909	0.0872179	0.0123396	0.0549006	0.00939708	0.171637	0.0916095	0.042045	0.0245224	0.0256869	0.0402393	0.00130871	0.0508844	0.017106	0.044079	0.096321	0.0410061	0.0112673	0.0633882	0.495046	0.185421	0.0394179	0.293191	0.208064	0.0408917	0.333543	0.0111956	0.0190962	0.054954	0.00359337	0.0852775	0.149382	0.0415173	0.0997591	0.16013	0.0639614	0.157307	0.0880971	0.150617	0.106821	0.00118755	0.101815	0.0601336	0.239002	0.0267958	0.0587928	0.996934	0.999215	1.00078	1.00307	4.969048
2600	-1346.357	-1332.15	-14.20704	77074.63	12.80418	0.0087477	0.0145701	0.0521918	0.015793	0.0720192	0.0617402	0.0375488	0.0191945	0.211748	0.0174513	0.0235608	0.133989	0.0161732	0.0529755	0.0562179	0.0823222	0.0903668	0.0137001	0.0203529	0.01922	0.186996	0.0721932	0.106425	0.0489888	0.0771417	0.0298507	0.00183939	0.0168751	0.0128591	0.0839207	0.0893601	0.0328815	0.00479845	0.0249275	0.488058	0.0988945	0.107326	0.383745	0.0611532	0.0341168	0.125535	0.0117182	0.0292842	0.0446235	0.00278785	0.106018	0.106455	0.0578544	0.0396216	0.173077	0.0886455	0.127479	0.152979	0.206233	0.125051	0.0122119	0.094171	0.0877952	0.164518	0.0592526	0.096117	0.995425	0.998827	1.00117	1.00458	4.893663
2610	-1347.194	-1333.021	-14.17311	115006.3	11.05253	0.0067823	0.00937156	0.0770888	0.0170197	0.0606126	0.0792472	0.0373426	0.0656146	0.190253	0.0280121	0.0158892	0.158419	0.0147695	0.0524118	0.0277231	0.086171	0.0654721	0.0081077	0.010413	0.0398186	0.17305	0.0938554	0.0448126	0.0480919	0.0912005	0.0523299	0.000278598	0.0145431	0.013852	0.073321	0.0769608	0.0321633	0.0119314	0.0350894	0.282597	0.1029	0.105855	0.419643	0.0322569	0.0421859	0.138259	0.00736346	0.177845	0.0123904	0.009022	0.146548	0.179137	0.0580736	0.0197961	0.171717	0.0636511	0.163871	0.213058	0.101028	0.170994	0.00648625	0.0704133	0.0946651	0.156388	0.0496377	0.0781314	0.996254	0.99904	1.00095	1.00375	4.885931
2620	-1353.473	-1344.196	-9.276932	161092.1	13.87591	0.0130276	0.00143261	0.113614	0.0176673	0.0946841	0.0377059	0.0565443	0.0315284	0.261491	0.0383807	0.00711454	0.121646	0.0165188	0.0498821	0.0311271	0.115133	0.0674352	0.0125711	0.0132862	0.0357031	0.0969643	0.168208	0.0475368	0.072028	0.0641445	0.112177	0.000505344	0.0119216	0.0308943	0.0865784	0.0819396	0.020534	0.0261395	0.0237272	0.296546	0.168741	0.0538187	0.364359	0.0158709	0.0252179	0.134943	0.0138717	0.0733879	0.00385404	0.00616278	0.0495591	0.108106	0.0253386	0.0413976	0.130431	0.0229713	0.113981	0.166564	0.141138	0.161162	0.00623021	0.0863605	0.0585472	0.168362	0.0363458	0.0452574	0.996835	0.999189	1.00081	1.00317	4.498316
2630	-1362.029	-1350.728	-11.30103	789349.9	13.70295	0.0127287	0.00573552	0.0527234	0.00979303	0.0434146	0.0889574	0.0704835	0.0938861	0.241679	0.0198578	0.0172523	0.12427	0.0542664	0.0583985	0.0194746	0.0468997	0.0766669	0.0179365	0.0207372	0.0350114	0.163636	0.114311	0.132167	0.0643875	0.0892947	0.0349738	0.000407914	0.00701939	0.022451	0.0638892	0.057793	0.0148706	0.0308756	0.0129567	0.314399	0.0650467	0.183121	0.310467	0.0312091	0.0867223	0.17917	0.0197901	0.048417	0.000510764	0.0101623	0.0449	0.159575	0.0321654	0.0189884	0.0643704	0.0838756	0.202026	0.0987638	0.103058	0.16195	0.0536457	0.0579917	0.0352936	0.226392	0.0749443	0.0633306	0.99857	0.999634	1.00037	1.00143	4.649494
2640	-1359.923	-1347.824	-12.09912	295535.8	13.11532	0.0299063	0.00481878	0.0500137	0.0374438	0.0317241	0.0392153	0.0751413	0.0276696	0.214543	0.00705982	0.0211316	0.115289	0.0410227	0.0228875	0.0332307	0.106658	0.0284296	0.137231	0.0146171	0.0650509	0.143496	0.101322	0.102378	0.156045	0.129519	0.033454	0.000504565	0.0304293	0.0183264	0.0621187	0.0549741	0.0451685	0.0254174	0.0351622	0.389729	0.176806	0.0978483	0.25704	0.0130512	0.0224938	0.0882938	0.0456258	0.0211622	0.000515842	0.015991	0.0368244	0.154333	0.0583528	0.0291435	0.0544635	0.0296491	0.136806	0.181747	0.190428	0.0848708	0.0543704	0.051792	0.0369388	0.229875	0.151398	0.0728245	0.997663	0.999402	1.0006	1.00234	4.723771
